occ1990dd,pre_slope,post_slope,d_slope,emp_2025,top_source_title,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma
37,0.06393280390230488,0.004075629646757247,-0.05985717425554763,1456146.6666666667,"Business Operations Specialists, All Other",0.1080507655579875,0.5183543294167859,0.9286578932755843,0.2387060824988202,0.5126633112015421,0.786620539904264
43,0.014071189473734933,-0.015289851931785526,-0.02936104140552046,126370.0,"Architects, Except Landscape and Naval",0.0348837209302325,0.4547123623011015,0.8745410036719705,0.1077111383108934,0.3993268053855568,0.6909424724602202
44,-0.028537858977494952,0.014630069537738434,0.043167928515233385,67710.0,Aerospace Engineers,0.2142857142857142,0.5714285714285714,0.9285714285714284,0.1428571428571428,0.5178571428571428,0.8928571428571428
45,-0.01119769526351826,-0.007248541343940122,0.003949153919578138,22770.0,Materials Engineers,0.1463414634146341,0.4878048780487805,0.8292682926829269,0.1463414634146341,0.3170731707317073,0.4878048780487805
47,-0.022660423404091114,-0.06229516619447892,-0.039634742790387804,18060.0,Petroleum Engineers,0.1666666666666666,0.5277777777777778,0.8888888888888888,0.0833333333333333,0.4305555555555555,0.7777777777777777
48,-0.02337080178707298,-0.010392264450787173,0.012978537336285807,21070.0,Chemical Engineers,0.0769230769230769,0.4615384615384615,0.8461538461538463,0.0769230769230769,0.3461538461538461,0.6153846153846154
53,0.020449219282390192,0.04525050753197913,0.024801288249588938,367840.0,Civil Engineers,0.0556277056277056,0.4821428571428571,0.9086580086580086,0.1718614718614718,0.4545454545454545,0.7372294372294372
55,-0.01591992557338181,-0.010958199830852703,0.004961725742529106,372310.0,Electrical Engineers,0.3960163610898905,0.6366235888294712,0.8772308165690519,0.1873859392241744,0.3907536499448263,0.5941213606654784
56,0.02869629472744947,0.0249109629951791,-0.0037853317322703688,387190.0,Industrial Engineers,0.1411288655353604,0.5292929028791291,0.9174569402228976,0.3817182481572179,0.5438682836387203,0.7060183191202227
57,0.015539296825085896,0.005568280383584272,-0.009971016441501624,296810.0,Mechanical Engineers,0.2061833105335156,0.5312935096519228,0.8564037087703298,0.3067213862289101,0.5007630338957288,0.6948046815625476
59,0.026941754921879044,-0.014821767990548629,-0.04176352291242767,224140.0,"Engineers, All Other",0.1657786943361397,0.5222503492264403,0.878722004116741,0.2416337374352457,0.4720359017809675,0.7024380661266894
64,-0.01640965644919335,-0.0054025954724107325,0.01100706097678262,3092101.666666667,Computer User Support Specialists,0.5193182526477299,0.7290924617726118,0.9388666708974936,0.2490181075405068,0.5700443924211267,0.8910706773017465
65,0.0379596830577319,0.0290477658487939,-0.008911917208937997,359550.0,Logisticians,0.1720443050487577,0.5784463949486213,0.9848484848484848,0.3043203926376556,0.6127993585468678,0.92127832445608
66,0.017707448579429148,0.013482183341374479,-0.004225265238054669,26670.0,Actuaries,0.0,0.5,1.0,0.2222222222222222,0.537037037037037,0.8518518518518519
68,0.45465498228239537,0.14869972936556855,-0.3059552529168268,266160.0,Data Scientists,0.5781565656565656,0.7807449494949494,0.9833333333333334,0.3103535353535353,0.6157512626262627,0.92114898989899
69,0.011950720642134578,0.01630284946358782,0.004352128821453241,22550.0,Physicists,0.3039772727272727,0.59375,0.8835227272727273,0.375,0.5291193181818181,0.6832386363636364
73,-0.015113936812143364,-0.018350969462503634,-0.00323703265036027,91240.0,Chemists,0.1089655172413792,0.4313793103448275,0.7537931034482759,0.3641379310344828,0.4586206896551724,0.5531034482758621
75,-0.023503670745711008,0.010884009085527257,0.03438767983123826,118570.0,"Environmental Scientists and Specialists, Including Health",0.0994925942950033,0.4961276539601347,0.8927627136252663,0.3484358501075356,0.5731105641570949,0.7977852782066543
76,-0.05587683657212031,0.02700940524567839,0.0828862418177987,22300.0,"Physical Scientists, All Other",0.0,0.4565217391304347,0.9130434782608696,0.1521739130434782,0.4456521739130434,0.7391304347826086
77,-0.020656351900337405,-0.025719905398409182,-0.005063553498071777,31890.0,Soil and Plant Scientists,0.0416666666666666,0.4555114269788182,0.86935618729097,0.4718506131549609,0.6580615942028986,0.8442725752508361
78,0.008261518674101031,-0.01374890280218109,-0.02201042147628212,126740.0,"Biological Scientists, All Other",0.1418686918638955,0.4629929422395472,0.784117192615199,0.1969115825312231,0.4350963394304248,0.6732810963296265
79,0.01423458215865583,0.02801591714196751,0.013781334983311678,36380.0,Conservation Scientists,0.0303030303030303,0.4035439705646826,0.7767849108263349,0.1912694630348121,0.4236438208996341,0.6560181787644561
83,0.04109233341035247,0.1258215613587762,0.08472922794842373,184430.0,"Medical Scientists, Except Epidemiologists",0.0909090909090909,0.4825174825174825,0.8741258741258742,0.3548951048951048,0.5629370629370629,0.770979020979021
84,-0.18748443424710792,0.0009643476128327084,0.18844878185994063,804160.0,"Physicians, All Other",0.0365970145422625,0.4138281016876433,0.7910591888330241,0.1571092746696996,0.3406483890113945,0.5241875033530893
85,0.011651554611605512,-0.01163350322798368,-0.023285057839589195,141610.0,"Dentists, General",0.0125,0.1588636363636363,0.3052272727272727,0.0375,0.1489772727272727,0.2604545454545454
86,0.020269659728125188,0.0053360690921793585,-0.014933590635945829,83900.0,Veterinarians,0.081081081081081,0.2702702702702703,0.4594594594594595,0.027027027027027,0.2297297297297297,0.4324324324324324
87,0.014175709046484571,0.00019208189032036578,-0.013983627156164205,42790.0,Optometrists,0.0,0.3,0.6000000000000001,0.0,0.05,0.1
89,-0.13922196934238126,-0.02092371444593867,0.11829825489644259,76090.0,Chiropractors,0.1815996503496503,0.3725354506604506,0.5634712509712511,0.1342026029526029,0.3131475006475006,0.4920923983423983
95,0.01392779517159495,0.019102084624646912,0.005174289453051963,3754600.0,Registered Nurses,0.0355082927168312,0.3427793850618152,0.6500504774067992,0.0774815162335687,0.2582660011641949,0.439050486094821
96,0.001538178640628309,-0.02058382288023489,-0.0221220015208632,321970.0,Pharmacists,0.1142857142857142,0.4285714285714285,0.7428571428571429,0.2857142857142857,0.3999999999999999,0.5142857142857142
97,0.02002041498955625,0.018449586164078553,-0.0015708288254776964,77570.0,Dietitians and Nutritionists,0.1463414634146341,0.5487804878048781,0.951219512195122,0.2682926829268293,0.4634146341463415,0.6585365853658537
98,0.010809221763950822,0.01052851288361816,-0.000280708880332662,139790.0,Respiratory Therapists,0.0952380952380952,0.2023809523809523,0.3095238095238095,0.0952380952380952,0.1904761904761904,0.2857142857142857
99,0.02769533955194343,0.04410802832458245,0.01641268877263902,162450.0,Occupational Therapists,0.1106060606060606,0.2890151515151515,0.4674242424242424,0.1606060606060606,0.3407196969696969,0.5208333333333334
103,0.01657863496827573,0.03217810360720588,0.015599468638930154,267330.0,Physical Therapists,0.0851063829787234,0.1914893617021276,0.2978723404255319,0.1276595744680851,0.3404255319148936,0.5531914893617021
104,0.02911598288434663,0.020201220642720237,-0.008914762241626392,197050.0,Speech-Language Pathologists,0.1535476718403547,0.4528824833702882,0.7522172949002217,0.1624168514412416,0.4223946784922395,0.6823725055432373
105,0.008850662257795726,0.0288895473937754,0.02003888513597967,54640.0,"Therapists, All Other",0.0758776137084388,0.3214241533130998,0.5669706929177609,0.0803952865447416,0.3146475130128477,0.5488997394809538
106,0.03940374829798374,0.03215381613930188,-0.00724993215868186,162150.0,Physician Assistants,0.0,0.2708333333333333,0.5416666666666666,0.0,0.1101190476190476,0.2202380952380952
155,0.0034776438504724827,0.01382953142485508,0.010351887574382598,587650.0,"Preschool Teachers, Except Special Education",0.0577002905770029,0.2300747198007472,0.4024491490244914,0.1442507264425072,0.302563304275633,0.4608758821087588
156,-0.006334577100260699,-0.01618464952103786,-0.009850072420777161,2025350.0,"Elementary School Teachers, Except Special Education",0.1066887364222567,0.3270725143095409,0.5474562921968251,0.1664413361468059,0.3300333994583643,0.4936254627699228
157,0.00712879879991596,-0.0008297419348126887,-0.00795854073472865,1176630.0,"Secondary School Teachers, Except Special and Career/Technical Education",0.0916305916305915,0.3333333333333333,0.575036075036075,0.1399711399711399,0.3373015873015873,0.5346320346320346
158,-0.012714544898658869,0.03741493423766583,0.0501294791363247,583440.0,"Special Education Teachers, Kindergarten and Elementary School",0.1324619824619824,0.3080239205239204,0.4835858585858585,0.1647463647463647,0.3095349095349095,0.4543234543234543
159,0.38677316321286925,0.020252311715398055,-0.3665208514974712,2005905.0,"Teaching Assistants, Except Postsecondary",0.135656270305393,0.4643193632228719,0.792982456140351,0.3028427550357375,0.520679012345679,0.7385152696556205
163,0.042162811259684504,0.0546853253328395,0.012522514073154994,1035300.0,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",0.0717084086983217,0.2420650931566741,0.4124217776150264,0.1968577146006487,0.3247351776024501,0.4526126406042515
164,-0.1453025956728246,-0.013158581866680372,0.13214401380614424,66895.0,Librarians and Media Collections Specialists,0.1578947368421052,0.5350877192982456,0.912280701754386,0.2631578947368421,0.5,0.7368421052631579
165,0.032975071308851356,-0.0035985971963973904,-0.03657366850524875,32430.0,Museum Technicians and Conservators,0.0925676013395311,0.4122807017543859,0.7319938021692408,0.1984305493077422,0.4184535412605588,0.6384765332133753
166,0.0567850791737974,0.020405921153780114,-0.03637915802001729,925660.0,Market Research Analysts and Marketing Specialists,0.0772217428817946,0.5386108714408973,1.0,0.2832818964182207,0.5799422302603925,0.8766025641025641
167,0.006713144138070732,0.029533571262816576,0.022820427124745843,159540.0,Clinical and Counseling Psychologists,0.0612433862433861,0.4263790576290576,0.791514729014729,0.3078667953667953,0.4902438152438152,0.6726208351208351
169,-0.0075552777355414125,0.02052227656953081,0.028077554305072222,56480.0,"Social Scientists and Related Workers, All Other",0.0916687769946115,0.4831523727120527,0.8746359684294939,0.2628638557098439,0.519339748730286,0.775815641750728
173,0.014947744166280669,0.015400836367285408,0.0004530922010047393,44230.0,Urban and Regional Planners,0.0,0.4772727272727273,0.9545454545454546,0.2727272727272727,0.5795454545454546,0.8863636363636364
174,0.013053894191611567,0.025569259426591197,0.01251536523497963,775920.0,"Child, Family, and School Social Workers",0.0294642857142857,0.285813492063492,0.5421626984126984,0.1751984126984126,0.3586805555555555,0.5421626984126984
176,0.013783369551594206,0.007165478325149429,-0.006617891226444777,95120.0,Clergy,0.1709956709956709,0.3863636363636363,0.6017316017316017,0.2467532467532467,0.3463203463203463,0.4458874458874459
177,0.014140549462586463,0.014152187760000899,1.1638297414436408e-05,762330.0,Social and Human Service Assistants,0.1783945751475462,0.4098241234807448,0.6412536718139434,0.2777575659579055,0.4173976608187134,0.5570377556795213
178,0.009811268137901251,0.003666581390841989,-0.006144686747059262,767790.0,Lawyers,0.0689655172413793,0.4711206896551724,0.8732758620689656,0.075,0.4616379310344827,0.8482758620689655
183,0.002228085712379355,-0.05563352671375801,-0.05786161242613736,47940.0,Writers and Authors,0.8098290598290598,0.8771367521367521,0.9444444444444444,0.641025641025641,0.7742165242165242,0.9074074074074074
184,-0.0049699403122852315,-0.021736222082435086,-0.016766281770149855,45500.0,Technical Writers,0.4666666666666667,0.7,0.9333333333333332,0.3333333333333333,0.6333333333333333,0.9333333333333332
185,0.02180145057156971,-0.020731947081567847,-0.04253339765313756,550190.0,Graphic Designers,0.0095238095238095,0.3931892339979835,0.7768546584721576,0.0973759200539103,0.3507473366353159,0.6041187532167216
186,-0.04345069885538421,0.02699903519670246,0.07044973405208667,48720.0,Musicians and Singers,0.3856068743286788,0.5593447905477981,0.7330827067669172,0.1387397064088793,0.2066774078052273,0.2746151092015753
187,0.023378195299684875,-0.047444709519275034,-0.0708229048189599,198120.0,Producers and Directors,0.1250426213857065,0.3285426895799236,0.5320427577741408,0.1713379705400982,0.2966192716857611,0.4219005728314239
188,0.005663989897186324,-0.08287583515054701,-0.08853982504773333,95770.0,Art Directors,0.0297413793103448,0.4271551724137931,0.8245689655172415,0.0594827586206896,0.3606681034482758,0.6618534482758621
189,-0.006030104834360898,0.005472714757167602,0.0115028195915285,51760.0,Photographers,0.0416666666666666,0.3854166666666666,0.7291666666666666,0.0208333333333333,0.21875,0.4166666666666666
193,-0.024179138681668776,-0.11895827002611287,-0.09477913134444409,10990.0,Dancers,0.0285714285714285,0.1461309523809523,0.2636904761904761,0.0714285714285714,0.106547619047619,0.1416666666666666
194,0.04985365723419626,0.0051896188339861865,-0.04466403840021008,86325.0,Interpreters and Translators,0.6505263157894736,0.7031578947368421,0.7557894736842106,0.4789473684210526,0.6042105263157894,0.7294736842105263
195,-0.014244676984236721,-0.05462483744997943,-0.04038016046574271,178100.0,Editors,0.2061645870469399,0.5622697563874035,0.9183749257278668,0.2829842543077837,0.4836081402257872,0.6842320261437909
198,-0.07000457959933801,-0.08556067747455388,-0.015556097875215877,31035.0,Broadcast Announcers and Radio Disc Jockeys,0.4,0.65,0.9,0.475,0.5375,0.6000000000000001
199,0.006578339151221977,0.029305430385261403,0.022727091234039425,279800.0,Coaches and Scouts,0.1055555555555555,0.2041666666666667,0.3027777777777777,0.0564814814814814,0.1037037037037036,0.1509259259259259
203,-0.008428794561209286,-0.014511403489390841,-0.006082608928181556,332940.0,Clinical Laboratory Technologists and Technicians,0.0704156403940886,0.2542972598522167,0.4381788793103448,0.0558420566502462,0.1226657430213464,0.1894894293924466
204,0.014715671842205593,-0.0019899643954884427,-0.016705636237694034,222740.0,Dental Hygienists,0.0625,0.1875,0.3125,0.0,0.09375,0.1875
205,0.013890343706565103,-0.001413818439654112,-0.015304162146219215,232820.0,Medical Records Specialists,0.2738970588235294,0.6369485294117647,1.0,0.2738970588235294,0.5450367647058824,0.8161764705882353
206,0.010220129349736467,0.011843474243230996,0.0016233448934945289,444080.0,Radiologic Technologists and Technicians,0.0599876034171449,0.3299024442827498,0.5998172851483548,0.1291502950925701,0.2443781496752634,0.3596060042579567
207,-0.01007429085626685,-0.008448239598184373,0.0016260512580824771,648410.0,Licensed Practical and Licensed Vocational Nurses,0.0789473684210526,0.25,0.4210526315789473,0.0526315789473684,0.25,0.4473684210526315
208,0.10348180429133244,0.010580598598210162,-0.09290120569312228,396495.0,Emergency Medical Technicians,0.104949002147278,0.2832417143839557,0.4615344266206335,0.0421296296296296,0.2025824351255385,0.3630352406214475
214,-0.05785017363841588,-0.01564966856974753,0.04220050506866835,390870.0,Electrical and Electronic Engineering Technologists and Technicians,0.1521913209754754,0.3981454750743058,0.6440996291731361,0.1222267521527472,0.3220169422478587,0.5218071323429703
217,-0.02734487110074256,-0.047199862799410595,-0.019854991698668036,176050.0,Architectural and Civil Drafters,0.1268182929811689,0.5381560283687943,0.9494937637564196,0.1680948887258498,0.4916263145023232,0.8151577402787967
218,-0.009187203452810521,5.860064363507081e-05,0.009245804096445593,123100.0,Surveying and Mapping Technicians,0.0914706461780929,0.5100231481481482,0.9285756501182032,0.1155998817966902,0.4634766548463356,0.811353427895981
223,0.01061727088090282,-0.022580392440064677,-0.0331976633209675,99350.0,Biological Technicians,0.2094636844636844,0.3945105820105819,0.5795574795574795,0.1143338143338142,0.2952380952380952,0.4761423761423761
224,-0.00702914502958024,-0.008926676946547982,-0.0018975319169677422,57540.0,Chemical Technicians,0.1428571428571428,0.3928571428571428,0.6428571428571428,0.2857142857142857,0.3928571428571428,0.5
225,-0.051358157731178446,-0.07949131203888614,-0.028133154307707693,8400.0,"Geological Technicians, Except Hydrologic Technicians",0.118140243902439,0.4451219512195122,0.7721036585365854,0.1615853658536585,0.4180640243902439,0.6745426829268293
226,-0.007794874068005072,0.013360486490908336,0.021155360558913407,151190.0,"Airline Pilots, Copilots, and Flight Engineers",0.1022727272727272,0.2954545454545454,0.4886363636363636,0.0,0.2215909090909091,0.4431818181818182
227,0.0018230201510232523,-0.006707158984583509,-0.00853017913560676,37700.0,Air Traffic Controllers,0.0942350332594235,0.3533813747228381,0.6125277161862528,0.0,0.3180432372505543,0.6360864745011087
228,0.012937379222756494,-0.01288738159091878,-0.025824760813675275,113920.0,Audio and Video Technicians,0.1615961199294532,0.4624118165784832,0.7632275132275131,0.0734126984126984,0.264021164021164,0.4546296296296296
229,-0.39939327006068975,0.0005177578663800063,0.3999110279270698,1873490.0,Software Developers,0.8321637426900584,0.8985380116959064,0.9649122807017544,0.2672514619883041,0.581578947368421,0.895906432748538
233,-0.1426229234428351,-0.0355804230299353,0.10704250041289978,98975.0,Computer Numerically Controlled Tool Operators,0.4671428571428571,0.5267857142857142,0.5864285714285714,0.0,0.2685714285714285,0.5371428571428571
234,0.014779303375867778,0.012547700761543502,-0.0022316026143242764,501090.0,Paralegals and Legal Assistants,0.4436507936507936,0.6849206349206348,0.926190476190476,0.1416666666666666,0.5081349206349205,0.8746031746031746
235,-0.001377906347655026,0.004556671771255444,0.00593457811891047,196640.0,"Life, Physical, and Social Science Technicians, All Other",0.1456307451794754,0.4408814505863236,0.7361321559931718,0.1733041784723321,0.3894352712223337,0.6055663639723352
243,-0.014178709728955081,-0.014840763010647011,-0.0006620532816919295,1336190.0,First-Line Supervisors of Retail Sales Workers,0.096096096096096,0.5117617617617618,0.9274274274274272,0.1736736736736736,0.4249249249249249,0.6761761761761762
253,0.004054046454173548,0.007895200781818048,0.0038411543276444995,479100.0,Insurance Sales Agents,0.1515151515151515,0.5757575757575758,1.0,0.3333333333333333,0.5303030303030303,0.7272727272727273
254,-0.0011859177423121337,-0.029097646419480667,-0.027911728677168533,296540.0,Real Estate Sales Agents,0.0401785714285714,0.5,0.9598214285714286,0.2410714285714285,0.4670758928571428,0.6930803571428571
255,0.06930212048953113,0.011824109393440141,-0.05747801109609099,489570.0,"Securities, Commodities, and Financial Services Sales Agents",0.2115384615384615,0.6057692307692308,1.0,0.2692307692307693,0.5192307692307693,0.7692307692307693
256,-0.04459069025380297,-0.07188114606556655,-0.027290455811763578,91700.0,Advertising Sales Agents,0.1794871794871795,0.5384615384615384,0.8974358974358974,0.4358974358974359,0.6923076923076923,0.9487179487179488
258,-0.04788146673941507,-0.0636832498185375,-0.01580178307912243,51790.0,Sales Engineers,0.1590909090909091,0.5113636363636364,0.8636363636363636,0.3181818181818182,0.5340909090909091,0.75
274,-0.02759217745144188,-0.034645431421477385,-0.007053253970035506,1785640.0,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.2713209859307862,0.6109472675942731,0.9505735492577598,0.3350677478399801,0.5746520506615788,0.8142363534831775
275,-0.015556690577062595,0.012417361618459894,0.02797405219552249,5824750.0,Retail Salespersons,0.2104434473279973,0.4626384509661249,0.7148334546042525,0.3576481526396636,0.4855515805643139,0.6134550084889643
276,-0.0012061097262680103,-0.03974502739287699,-0.03853891766660898,3125370.0,Cashiers,0.2549089653365722,0.2968539753986114,0.3387989854606508,0.1850462615653913,0.3631145881708522,0.5411829147763131
277,0.04053516463797607,-0.389214748371015,-0.42974991300899107,2760.0,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.1739130434782608,0.2608695652173913,0.3478260869565217,0.5217391304347826,0.5217391304347826,0.5217391304347826
283,-0.036310458268300795,0.13186181098234825,0.16817226925064904,68300.0,Demonstrators and Product Promoters,0.0923076923076922,0.1807692307692307,0.2692307692307692,0.1358974358974358,0.3987179487179487,0.6615384615384616
303,0.0010206214214370402,-0.029099168871473777,-0.030119790292910818,1436680.0,First-Line Supervisors of Office and Administrative Support Workers,0.0833333333333333,0.4895833333333333,0.8958333333333333,0.2291666666666666,0.53125,0.8333333333333333
308,0.22787526254631185,-0.0025473238105830445,-0.2304225863568949,217685.0,"Computer Occupations, All Other",0.4766228777169385,0.7357861863332168,0.994949494949495,0.277384400302843,0.5969636725035986,0.9165429447043542
313,-0.03357302674047996,-0.002627299031675459,0.0309457277088045,3284590.0,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0.3719078610382958,0.6637995646147821,0.9556912681912682,0.4697789344528475,0.6706329029698594,0.8714868714868715
315,-0.1074414135361285,-0.07420920074782798,0.03323221278830052,35010.0,Word Processors and Typists,0.7027027027027027,0.7432432432432433,0.7837837837837838,0.1891891891891892,0.4864864864864865,0.7837837837837838
316,-0.022595834925565564,-0.06731596582544015,-0.04472013089987459,196950.0,"Interviewers, Except Eligibility and Loan",0.3824137931034483,0.6274712643678161,0.8725287356321839,0.3601149425287356,0.5353448275862068,0.7105747126436782
317,0.014167416136701928,0.00432126276596715,-0.009846153370734778,261420.0,"Hotel, Motel, and Resort Desk Clerks",0.2051282051282051,0.5,0.7948717948717948,0.2051282051282051,0.3974358974358974,0.5897435897435898
318,-0.031742417020190865,-0.008873617142289522,0.022868799877901344,173820.0,Reservation and Transportation Ticket Agents and Travel Clerks,0.1196428571428571,0.5098214285714285,0.8999999999999999,0.3107142857142857,0.5455357142857142,0.7803571428571429
319,0.010484047892332217,-0.05203318762672233,-0.06251723551905454,910180.0,Receptionists and Information Clerks,0.2,0.5333333333333333,0.8666666666666667,0.4333333333333333,0.5833333333333334,0.7333333333333333
326,-0.08132773931386897,-0.14957476625242433,-0.06824702693855536,75200.0,Order Clerks,0.4285714285714285,0.7142857142857143,1.0,0.4285714285714285,0.6,0.7714285714285714
328,-0.05339449121528078,-0.06733105487275479,-0.013936563657474005,90220.0,"Human Resources Assistants, Except Payroll and Timekeeping",0.2758620689655172,0.6206896551724138,0.9655172413793104,0.1379310344827586,0.4655172413793103,0.7931034482758621
329,-0.03910007598221834,-0.01428826153896923,0.02481181444324911,154210.0,"Library Assistants, Clerical",0.3561007957559681,0.550895225464191,0.7456896551724138,0.2553050397877984,0.4842506631299734,0.7131962864721486
335,-0.09100801706482946,-0.0722723273840647,0.018735689680764764,73440.0,File Clerks,0.6764705882352942,0.7941176470588235,0.9117647058823528,0.1764705882352941,0.4705882352941176,0.7647058823529411
336,-0.04770078572023821,-0.06172645277520989,-0.014025667054971679,170860.0,"Information and Record Clerks, All Other",0.5333333333333333,0.7666666666666666,1.0,0.7333333333333333,0.8,0.8666666666666667
337,-0.02114546949940877,-0.05596807974903731,-0.03482261024962854,1373680.0,"Bookkeeping, Accounting, and Auditing Clerks",0.6046511627906976,0.8023255813953488,1.0,0.1395348837209302,0.313953488372093,0.4883720930232558
338,-0.051434206379713555,-0.02827620750110349,0.023157998878610066,153140.0,Payroll and Timekeeping Clerks,0.6756756756756757,0.8378378378378379,1.0,0.1621621621621621,0.4864864864864865,0.8108108108108109
344,-0.02368156470033851,-0.04638578044366459,-0.02270421574332608,404060.0,Billing and Posting Clerks,0.6904761904761905,0.7738095238095237,0.8571428571428571,0.1904761904761904,0.4166666666666666,0.6428571428571428
346,-0.03072877545209716,-0.05882150343432171,-0.028092727982224546,105200.0,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",0.1,0.1,0.1,0.05,0.125,0.2
347,-0.09203749065639179,-0.08592228925731782,0.006115201399073969,25130.0,"Office Machine Operators, Except Computer",0.2941176470588235,0.3970588235294117,0.5,0.0,0.1764705882352941,0.3529411764705882
348,-0.1193004953478829,-0.12966525525190836,-0.010364759904025467,37710.0,"Switchboard Operators, Including Answering Service",0.6791171477079796,0.7618845500848896,0.8446519524617997,0.3777589134125636,0.5182512733446519,0.6587436332767402
354,-0.007744671670341329,-0.032299548450893216,-0.024554876780551887,73720.0,Postal Service Clerks,0.1481481481481481,0.3148148148148147,0.4814814814814814,0.1481481481481481,0.2777777777777778,0.4074074074074074
355,0.008428926545284633,-0.01325875182079206,-0.02168767836607669,328820.0,Postal Service Mail Carriers,0.2051282051282051,0.2307692307692307,0.2564102564102564,0.1794871794871795,0.3461538461538461,0.5128205128205128
356,-0.04306278208628547,-0.08375611947484891,-0.04069333738856344,55230.0,"Mail Clerks and Mail Machine Operators, Except Postal Service",0.1081081081081081,0.2162162162162162,0.3243243243243243,0.054054054054054,0.1216216216216216,0.1891891891891892
