occ1990dd,emp_2025,top_source_title,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,n_soc_sources,flipped_d30,flip_year_d30,flipped_d40,flip_year_d40,flipped_d50,flip_year_d50
56,387190.0,Industrial Engineers,0.14112886553536047,0.5292929028791291,0.9174569402228977,0.38171824815721794,0.5438682836387203,0.7060183191202227,2.0,False,,False,,False,
57,296810.0,Mechanical Engineers,0.20618331053351568,0.5312935096519228,0.8564037087703298,0.30672138622891015,0.5007630338957288,0.6948046815625476,1.0,False,,False,,False,
59,224140.0,"Engineers, All Other",0.16577869433613973,0.5222503492264403,0.878722004116741,0.24163373743524574,0.47203590178096755,0.7024380661266894,4.0,False,,False,,False,
64,3092101.666666667,Computer User Support Specialists,0.5193182526477299,0.7290924617726118,0.9388666708974936,0.24901810754050682,0.5700443924211267,0.8910706773017465,14.0,False,,False,,False,
65,359550.0,Logisticians,0.17204430504875773,0.5784463949486213,0.9848484848484849,0.30432039263765565,0.6127993585468678,0.92127832445608,2.0,False,,False,,False,
66,26670.0,Actuaries,0.0,0.5,1.0,0.2222222222222222,0.537037037037037,0.8518518518518519,1.0,False,,False,,False,
68,266160.0,Data Scientists,0.5781565656565656,0.7807449494949494,0.9833333333333334,0.3103535353535353,0.6157512626262627,0.92114898989899,2.0,False,,False,,False,
69,22550.0,Physicists,0.3039772727272727,0.59375,0.8835227272727273,0.375,0.5291193181818181,0.6832386363636364,2.0,False,,False,,False,
73,91240.0,Chemists,0.10896551724137929,0.43137931034482757,0.7537931034482759,0.3641379310344828,0.45862068965517244,0.5531034482758621,2.0,False,,False,,False,
74,10000.0,Atmospheric and Space Scientists,0.1739130434782608,0.5652173913043478,0.9565217391304348,0.3478260869565217,0.6086956521739131,0.8695652173913043,1.0,,,,,,
75,118570.0,"Environmental Scientists and Specialists, Including Health",0.09949259429500333,0.49612765396013475,0.8927627136252663,0.3484358501075356,0.5731105641570949,0.7977852782066543,3.0,False,,False,,False,
76,22300.0,"Physical Scientists, All Other",0.0,0.4565217391304347,0.9130434782608696,0.1521739130434782,0.4456521739130434,0.7391304347826086,1.0,,,,,,
77,31890.0,Soil and Plant Scientists,0.041666666666666664,0.45551142697881825,0.86935618729097,0.4718506131549609,0.6580615942028986,0.8442725752508361,3.0,False,,False,,False,
78,126740.0,"Biological Scientists, All Other",0.1418686918638955,0.46299294223954723,0.784117192615199,0.19691158253122315,0.4350963394304248,0.6732810963296265,4.0,False,,False,,False,
79,36380.0,Conservation Scientists,0.0303030303030303,0.4035439705646826,0.7767849108263349,0.19126946303481213,0.4236438208996341,0.6560181787644561,2.0,False,,False,,False,
83,184430.0,"Medical Scientists, Except Epidemiologists",0.0909090909090909,0.4825174825174825,0.8741258741258742,0.35489510489510484,0.5629370629370629,0.770979020979021,2.0,False,,False,,False,
84,804160.0,"Physicians, All Other",0.036597014542262565,0.4138281016876433,0.7910591888330241,0.15710927466969965,0.3406483890113945,0.5241875033530893,16.0,False,,False,,False,
85,141610.0,"Dentists, General",0.0125,0.15886363636363635,0.30522727272727274,0.0375,0.14897727272727274,0.26045454545454544,4.0,False,,False,,False,
86,83900.0,Veterinarians,0.081081081081081,0.2702702702702703,0.4594594594594595,0.027027027027027,0.2297297297297297,0.4324324324324324,1.0,False,,False,,False,
87,42790.0,Optometrists,0.0,0.3,0.6000000000000001,0.0,0.05,0.1,1.0,False,,False,,False,
88,9680.0,Podiatrists,0.0,0.2857142857142857,0.5714285714285714,0.1904761904761904,0.2857142857142857,0.3809523809523809,1.0,,,,,,
89,76090.0,Chiropractors,0.1815996503496503,0.37253545066045063,0.5634712509712511,0.13420260295260292,0.31314750064750063,0.4920923983423983,3.0,False,,False,,False,
95,3754600.0,Registered Nurses,0.03550829271683128,0.3427793850618152,0.6500504774067992,0.07748151623356875,0.2582660011641949,0.43905048609482106,3.0,False,,False,,False,
96,321970.0,Pharmacists,0.1142857142857142,0.4285714285714285,0.7428571428571429,0.2857142857142857,0.3999999999999999,0.5142857142857142,1.0,False,,False,,False,
97,77570.0,Dietitians and Nutritionists,0.1463414634146341,0.5487804878048781,0.951219512195122,0.2682926829268293,0.4634146341463415,0.6585365853658537,1.0,False,,False,,False,
98,139790.0,Respiratory Therapists,0.0952380952380952,0.2023809523809523,0.3095238095238095,0.0952380952380952,0.1904761904761904,0.2857142857142857,1.0,False,,False,,False,
99,162450.0,Occupational Therapists,0.1106060606060606,0.2890151515151515,0.4674242424242424,0.1606060606060606,0.34071969696969695,0.5208333333333334,1.0,False,,False,,False,
103,267330.0,Physical Therapists,0.0851063829787234,0.1914893617021276,0.2978723404255319,0.1276595744680851,0.3404255319148936,0.5531914893617021,1.0,False,,False,,False,
104,197050.0,Speech-Language Pathologists,0.1535476718403547,0.45288248337028825,0.7522172949002217,0.16241685144124168,0.4223946784922395,0.6823725055432373,2.0,False,,False,,False,
105,54640.0,"Therapists, All Other",0.0758776137084388,0.32142415331309987,0.5669706929177609,0.08039528654474164,0.3146475130128477,0.5488997394809538,3.0,False,,False,,False,
106,162150.0,Physician Assistants,0.0,0.2708333333333333,0.5416666666666666,0.0,0.1101190476190476,0.2202380952380952,1.0,False,,False,,False,
155,587650.0,"Preschool Teachers, Except Special Education",0.057700290577002905,0.2300747198007472,0.40244914902449147,0.14425072644250725,0.302563304275633,0.46087588210875885,2.0,False,,False,,False,
156,2025350.0,"Elementary School Teachers, Except Special Education",0.10668873642225674,0.32707251430954093,0.5474562921968251,0.16644133614680598,0.33003339945836435,0.4936254627699228,3.0,False,,False,,False,
157,1176630.0,"Secondary School Teachers, Except Special and Career/Technical Education",0.09163059163059159,0.3333333333333333,0.575036075036075,0.13997113997113994,0.3373015873015873,0.5346320346320346,2.0,False,,False,,False,
158,583440.0,"Special Education Teachers, Kindergarten and Elementary School",0.13246198246198243,0.30802392052392047,0.48358585858585856,0.1647463647463647,0.30953490953490953,0.4543234543234543,6.0,False,,False,,False,
159,2005905.0,"Teaching Assistants, Except Postsecondary",0.13565627030539307,0.46431936322287193,0.792982456140351,0.3028427550357375,0.520679012345679,0.7385152696556205,3.0,False,,False,,False,
163,1035300.0,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",0.07170840869832176,0.24206509315667413,0.4124217776150264,0.19685771460064871,0.32473517760245013,0.4526126406042515,5.0,False,,False,,False,
164,66895.0,Librarians and Media Collections Specialists,0.1578947368421052,0.5350877192982456,0.912280701754386,0.2631578947368421,0.5,0.7368421052631579,1.0,True,2007.0,True,2013.0,True,2015.0
165,32430.0,Museum Technicians and Conservators,0.09256760133953114,0.4122807017543859,0.7319938021692408,0.19843054930774226,0.4184535412605588,0.6384765332133753,3.0,False,,False,,False,
166,925660.0,Market Research Analysts and Marketing Specialists,0.07722174288179462,0.5386108714408973,1.0,0.28328189641822077,0.5799422302603925,0.8766025641025641,2.0,False,,False,,False,
167,159540.0,Clinical and Counseling Psychologists,0.06124338624338618,0.4263790576290576,0.791514729014729,0.30786679536679534,0.4902438152438152,0.6726208351208351,4.0,False,,False,,False,
169,56480.0,"Social Scientists and Related Workers, All Other",0.09166877699461155,0.4831523727120527,0.8746359684294939,0.26286385570984394,0.519339748730286,0.775815641750728,5.0,False,,False,,False,
173,44230.0,Urban and Regional Planners,0.0,0.4772727272727273,0.9545454545454546,0.2727272727272727,0.5795454545454546,0.8863636363636364,1.0,False,,False,,False,
174,775920.0,"Child, Family, and School Social Workers",0.029464285714285703,0.28581349206349205,0.5421626984126984,0.17519841269841266,0.3586805555555555,0.5421626984126984,3.0,False,,False,,False,
176,95120.0,Clergy,0.17099567099567095,0.38636363636363635,0.6017316017316017,0.2467532467532467,0.3463203463203463,0.4458874458874459,2.0,False,,False,,False,
177,762330.0,Social and Human Service Assistants,0.17839457514754622,0.4098241234807448,0.6412536718139434,0.2777575659579055,0.41739766081871343,0.5570377556795213,4.0,False,,False,,False,
178,767790.0,Lawyers,0.0689655172413793,0.4711206896551724,0.8732758620689656,0.075,0.46163793103448275,0.8482758620689655,2.0,False,,False,,False,
183,47940.0,Writers and Authors,0.8098290598290598,0.8771367521367521,0.9444444444444444,0.641025641025641,0.7742165242165242,0.9074074074074074,1.0,False,,False,,False,
184,45500.0,Technical Writers,0.4666666666666667,0.7,0.9333333333333332,0.3333333333333333,0.6333333333333333,0.9333333333333332,1.0,False,,False,,False,
185,550190.0,Graphic Designers,0.009523809523809514,0.39318923399798356,0.7768546584721576,0.09737592005391031,0.35074733663531593,0.6041187532167216,7.0,False,,False,,False,
186,48720.0,Musicians and Singers,0.3856068743286788,0.5593447905477981,0.7330827067669172,0.1387397064088793,0.2066774078052273,0.2746151092015753,2.0,True,2014.0,True,2015.0,False,
187,198120.0,Producers and Directors,0.1250426213857065,0.3285426895799236,0.5320427577741408,0.1713379705400982,0.2966192716857611,0.4219005728314239,2.0,False,,False,,False,
188,95770.0,Art Directors,0.029741379310344825,0.4271551724137931,0.8245689655172415,0.05948275862068965,0.3606681034482758,0.6618534482758621,4.0,False,,False,,False,
189,51760.0,Photographers,0.0416666666666666,0.3854166666666666,0.7291666666666666,0.0208333333333333,0.21875,0.4166666666666666,1.0,True,2004.0,False,,False,
193,10990.0,Dancers,0.02857142857142855,0.14613095238095236,0.26369047619047614,0.0714285714285714,0.106547619047619,0.14166666666666666,2.0,True,2007.0,True,2007.0,True,2008.0
194,86325.0,Interpreters and Translators,0.6505263157894736,0.7031578947368421,0.7557894736842106,0.4789473684210526,0.6042105263157894,0.7294736842105263,2.0,True,2007.0,True,2007.0,False,
195,178100.0,Editors,0.20616458704693996,0.5622697563874035,0.9183749257278668,0.28298425430778373,0.48360814022578724,0.6842320261437909,4.0,True,2012.0,False,,False,
198,31035.0,Broadcast Announcers and Radio Disc Jockeys,0.4,0.65,0.9,0.475,0.5375,0.6000000000000001,1.0,True,2007.0,True,2008.0,True,2011.0
199,279800.0,Coaches and Scouts,0.1055555555555555,0.2041666666666667,0.30277777777777776,0.056481481481481466,0.10370370370370367,0.1509259259259259,3.0,False,,False,,False,
203,332940.0,Clinical Laboratory Technologists and Technicians,0.07041564039408867,0.25429725985221674,0.4381788793103448,0.05584205665024629,0.12266574302134645,0.18948942939244662,2.0,False,,False,,False,
204,222740.0,Dental Hygienists,0.0625,0.1875,0.3125,0.0,0.09375,0.1875,1.0,False,,False,,False,
205,232820.0,Medical Records Specialists,0.2738970588235294,0.6369485294117647,1.0,0.2738970588235294,0.5450367647058824,0.8161764705882353,2.0,False,,False,,False,
206,444080.0,Radiologic Technologists and Technicians,0.05998760341714497,0.32990244428274984,0.5998172851483548,0.1291502950925701,0.24437814967526342,0.3596060042579567,5.0,False,,False,,False,
207,648410.0,Licensed Practical and Licensed Vocational Nurses,0.0789473684210526,0.25,0.4210526315789473,0.0526315789473684,0.25,0.4473684210526315,1.0,False,,False,,False,
208,396495.0,Emergency Medical Technicians,0.104949002147278,0.28324171438395573,0.46153442662063354,0.04212962962962963,0.20258243512553856,0.3630352406214475,6.0,True,2021.0,True,2021.0,False,
214,390870.0,Electrical and Electronic Engineering Technologists and Technicians,0.15219132097547547,0.3981454750743058,0.6440996291731361,0.12222675215274721,0.3220169422478587,0.5218071323429703,9.0,True,2003.0,True,2009.0,False,
217,176050.0,Architectural and Civil Drafters,0.12681829298116895,0.5381560283687943,0.9494937637564197,0.16809488872584985,0.49162631450232325,0.8151577402787967,3.0,True,2011.0,False,,False,
218,123100.0,Surveying and Mapping Technicians,0.09147064617809299,0.5100231481481482,0.9285756501182033,0.11559988179669028,0.46347665484633566,0.811353427895981,3.0,False,,False,,False,
223,99350.0,Biological Technicians,0.20946368446368444,0.3945105820105819,0.5795574795574795,0.11433381433381429,0.29523809523809524,0.47614237614237614,3.0,False,,False,,False,
224,57540.0,Chemical Technicians,0.1428571428571428,0.3928571428571428,0.6428571428571428,0.2857142857142857,0.3928571428571428,0.5,1.0,True,2002.0,True,2004.0,False,
225,8400.0,"Geological Technicians, Except Hydrologic Technicians",0.118140243902439,0.4451219512195122,0.7721036585365854,0.1615853658536585,0.4180640243902439,0.6745426829268293,2.0,True,2021.0,True,2021.0,True,2021.0
226,151190.0,"Airline Pilots, Copilots, and Flight Engineers",0.10227272727272725,0.2954545454545454,0.48863636363636365,0.0,0.22159090909090912,0.44318181818181823,2.0,False,,False,,False,
227,37700.0,Air Traffic Controllers,0.0942350332594235,0.3533813747228381,0.6125277161862528,0.0,0.3180432372505543,0.6360864745011087,2.0,False,,False,,False,
228,113920.0,Audio and Video Technicians,0.16159611992945325,0.4624118165784832,0.7632275132275131,0.0734126984126984,0.264021164021164,0.45462962962962966,3.0,False,,False,,False,
229,1873490.0,Software Developers,0.8321637426900584,0.8985380116959064,0.9649122807017544,0.2672514619883041,0.581578947368421,0.895906432748538,3.0,False,,False,,False,
233,98975.0,Computer Numerically Controlled Tool Operators,0.4671428571428571,0.5267857142857142,0.5864285714285714,0.0,0.26857142857142857,0.5371428571428571,2.0,True,2001.0,True,2002.0,True,2003.0
234,501090.0,Paralegals and Legal Assistants,0.44365079365079363,0.6849206349206348,0.9261904761904761,0.14166666666666666,0.5081349206349205,0.8746031746031746,3.0,False,,False,,False,
235,196640.0,"Life, Physical, and Social Science Technicians, All Other",0.14563074517947544,0.4408814505863236,0.7361321559931718,0.17330417847233218,0.3894352712223337,0.6055663639723352,5.0,False,,False,,False,
243,1336190.0,First-Line Supervisors of Retail Sales Workers,0.09609609609609605,0.5117617617617618,0.9274274274274273,0.1736736736736736,0.4249249249249249,0.6761761761761762,2.0,True,2004.0,False,,False,
253,479100.0,Insurance Sales Agents,0.1515151515151515,0.5757575757575758,1.0,0.3333333333333333,0.5303030303030303,0.7272727272727273,1.0,False,,False,,False,
254,296540.0,Real Estate Sales Agents,0.0401785714285714,0.5,0.9598214285714286,0.24107142857142855,0.4670758928571428,0.6930803571428571,4.0,False,,False,,False,
255,489570.0,"Securities, Commodities, and Financial Services Sales Agents",0.2115384615384615,0.6057692307692308,1.0,0.2692307692307693,0.5192307692307693,0.7692307692307693,1.0,False,,False,,False,
256,91700.0,Advertising Sales Agents,0.1794871794871795,0.5384615384615384,0.8974358974358974,0.4358974358974359,0.6923076923076923,0.9487179487179488,1.0,True,2016.0,True,2017.0,True,2018.0
258,51790.0,Sales Engineers,0.1590909090909091,0.5113636363636364,0.8636363636363636,0.3181818181818182,0.5340909090909091,0.75,1.0,True,2002.0,True,2003.0,True,2004.0
274,1785640.0,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.27132098593078624,0.6109472675942731,0.9505735492577598,0.3350677478399801,0.5746520506615788,0.8142363534831775,4.0,True,2014.0,False,,False,
275,5824750.0,Retail Salespersons,0.21044344732799738,0.46263845096612494,0.7148334546042525,0.35764815263966365,0.48555158056431397,0.6134550084889643,4.0,False,,False,,False,
276,3125370.0,Cashiers,0.2549089653365722,0.29685397539861147,0.33879898546065085,0.1850462615653913,0.3631145881708522,0.5411829147763131,3.0,True,2021.0,False,,False,
277,2760.0,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.1739130434782608,0.2608695652173913,0.3478260869565217,0.5217391304347826,0.5217391304347826,0.5217391304347826,1.0,True,2001.0,True,2001.0,True,2002.0
283,68300.0,Demonstrators and Product Promoters,0.09230769230769226,0.18076923076923074,0.2692307692307692,0.13589743589743586,0.39871794871794874,0.6615384615384616,2.0,True,2004.0,True,2005.0,False,
303,1436680.0,First-Line Supervisors of Office and Administrative Support Workers,0.0833333333333333,0.4895833333333333,0.8958333333333333,0.2291666666666666,0.53125,0.8333333333333333,1.0,False,,False,,False,
308,217685.0,"Computer Occupations, All Other",0.4766228777169385,0.7357861863332168,0.994949494949495,0.277384400302843,0.5969636725035986,0.9165429447043542,1.0,False,,False,,False,
313,3284590.0,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0.3719078610382958,0.6637995646147821,0.9556912681912682,0.4697789344528475,0.6706329029698594,0.8714868714868715,4.0,True,2014.0,False,,False,
315,35010.0,Word Processors and Typists,0.7027027027027027,0.7432432432432433,0.7837837837837838,0.1891891891891892,0.4864864864864865,0.7837837837837838,1.0,True,2001.0,True,2002.0,True,2003.0
316,196950.0,"Interviewers, Except Eligibility and Loan",0.3824137931034483,0.6274712643678161,0.8725287356321839,0.3601149425287356,0.5353448275862068,0.7105747126436782,3.0,True,2011.0,True,2012.0,True,2013.0
317,261420.0,"Hotel, Motel, and Resort Desk Clerks",0.2051282051282051,0.5,0.7948717948717948,0.2051282051282051,0.3974358974358974,0.5897435897435898,1.0,False,,False,,False,
318,173820.0,Reservation and Transportation Ticket Agents and Travel Clerks,0.1196428571428571,0.5098214285714285,0.8999999999999999,0.3107142857142857,0.5455357142857142,0.7803571428571429,2.0,True,2002.0,True,2003.0,True,2004.0
319,910180.0,Receptionists and Information Clerks,0.2,0.5333333333333333,0.8666666666666667,0.4333333333333333,0.5833333333333334,0.7333333333333333,1.0,True,2012.0,False,,False,
326,75200.0,Order Clerks,0.4285714285714285,0.7142857142857143,1.0,0.4285714285714285,0.6,0.7714285714285714,1.0,True,2003.0,True,2003.0,True,2004.0
328,90220.0,"Human Resources Assistants, Except Payroll and Timekeeping",0.2758620689655172,0.6206896551724138,0.9655172413793104,0.1379310344827586,0.4655172413793103,0.7931034482758621,1.0,True,2006.0,True,2011.0,True,2012.0
329,154210.0,"Library Assistants, Clerical",0.35610079575596815,0.550895225464191,0.7456896551724138,0.2553050397877984,0.48425066312997345,0.7131962864721486,2.0,True,2012.0,True,2014.0,False,
335,73440.0,File Clerks,0.6764705882352942,0.7941176470588235,0.9117647058823528,0.1764705882352941,0.4705882352941176,0.7647058823529411,1.0,True,2004.0,True,2005.0,True,2007.0
336,170860.0,"Information and Record Clerks, All Other",0.5333333333333333,0.7666666666666666,1.0,0.7333333333333333,0.8,0.8666666666666667,1.0,True,2006.0,True,2008.0,True,2010.0
337,1373680.0,"Bookkeeping, Accounting, and Auditing Clerks",0.6046511627906976,0.8023255813953488,1.0,0.1395348837209302,0.313953488372093,0.4883720930232558,1.0,True,2013.0,False,,False,
338,153140.0,Payroll and Timekeeping Clerks,0.6756756756756757,0.8378378378378379,1.0,0.1621621621621621,0.4864864864864865,0.8108108108108109,1.0,True,2011.0,True,2013.0,False,
344,404060.0,Billing and Posting Clerks,0.6904761904761905,0.7738095238095237,0.8571428571428571,0.1904761904761904,0.4166666666666666,0.6428571428571428,1.0,True,2004.0,True,2014.0,False,
346,105200.0,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",0.1,0.1,0.1,0.05,0.125,0.2,1.0,True,2004.0,True,2004.0,True,2005.0
347,25130.0,"Office Machine Operators, Except Computer",0.2941176470588235,0.3970588235294117,0.5,0.0,0.1764705882352941,0.3529411764705882,1.0,True,2000.0,True,2005.0,True,2008.0
348,37710.0,"Switchboard Operators, Including Answering Service",0.6791171477079796,0.7618845500848896,0.8446519524617997,0.3777589134125636,0.5182512733446519,0.6587436332767402,2.0,True,2004.0,True,2004.0,True,2005.0
349,600.0,"Communications Equipment Operators, All Other",,,,,,,,,,,,,
354,73720.0,Postal Service Clerks,0.1481481481481481,0.3148148148148147,0.4814814814814814,0.1481481481481481,0.2777777777777778,0.4074074074074074,1.0,False,,False,,False,
355,328820.0,Postal Service Mail Carriers,0.2051282051282051,0.2307692307692307,0.2564102564102564,0.1794871794871795,0.3461538461538461,0.5128205128205128,1.0,False,,False,,False,
356,55230.0,"Mail Clerks and Mail Machine Operators, Except Postal Service",0.1081081081081081,0.2162162162162162,0.3243243243243243,0.054054054054054,0.1216216216216216,0.1891891891891892,1.0,True,2001.0,True,2003.0,True,2004.0
357,68640.0,Couriers and Messengers,0.2413793103448275,0.3103448275862069,0.3793103448275862,0.0,0.1551724137931034,0.3103448275862069,1.0,True,2004.0,True,2004.0,True,2005.0
359,305310.0,"Dispatchers, Except Police, Fire, and Ambulance",0.37703804347826086,0.6650815217391304,0.953125,0.39266304347826086,0.6229619565217391,0.8532608695652174,2.0,False,,False,,False,
364,914540.0,"Shipping, Receiving, and Inventory Clerks",0.24591603365188267,0.5136506575185821,0.7813852813852813,0.2028710283427264,0.39297966184758637,0.5830882953524462,2.0,False,,False,,False,
365,2889620.0,Stockers and Order Fillers,0.18311688311688307,0.398051948051948,0.612987012987013,0.18311688311688307,0.324025974025974,0.4649350649350649,2.0,False,,False,,False,
366,19430.0,"Meter Readers, Utilities",0.3333333333333333,0.4374999999999999,0.5416666666666666,0.0833333333333333,0.3541666666666666,0.625,1.0,True,2005.0,True,2006.0,True,2009.0
368,53300.0,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.2068965517241379,0.293103448275862,0.3793103448275862,0.1724137931034483,0.2758620689655172,0.3793103448275862,1.0,True,2006.0,True,2008.0,True,2014.0
373,611340.0,"Production, Planning, and Expediting Clerks",0.14354395604395606,0.5413399100899101,0.9391358641358643,0.15792957042957037,0.49610077422577425,0.8342719780219781,2.0,False,,False,,False,
375,550050.0,"Claims Adjusters, Examiners, and Investigators",0.24888888888888885,0.6177777777777778,0.9866666666666667,0.19492063492063486,0.5006349206349207,0.8063492063492063,3.0,False,,False,,False,
376,2760540.0,Customer Service Representatives,0.16193181818181815,0.5809659090909092,1.0,0.3352272727272727,0.6022727272727273,0.8693181818181819,2.0,False,,False,,False,
377,154800.0,"Eligibility Interviewers, Government Programs",0.4,0.68,0.96,0.28,0.62,0.96,1.0,False,,False,,False,
378,158830.0,Bill and Account Collectors,0.3928571428571428,0.6964285714285714,1.0,0.1071428571428571,0.4285714285714285,0.75,1.0,True,2013.0,True,2014.0,True,2014.0
379,2464940.0,"Office Clerks, General",0.3636363636363636,0.5757575757575758,0.7878787878787878,0.2121212121212121,0.5,0.7878787878787878,1.0,True,2021.0,False,,False,
383,365740.0,Tellers,0.3125,0.5416666666666666,0.7708333333333333,0.2291666666666666,0.3333333333333333,0.4375,1.0,True,2015.0,True,2017.0,False,
384,4580.0,Proofreaders and Copy Markers,0.95,0.975,1.0,0.2,0.6000000000000001,1.0,1.0,True,2004.0,True,2004.0,True,2004.0
385,127080.0,Data Entry Keyers,0.8571428571428571,0.8928571428571428,0.9285714285714284,0.2142857142857142,0.4999999999999999,0.7857142857142857,1.0,True,2001.0,True,2001.0,True,2002.0
386,4710.0,Statistical Assistants,0.8260869565217391,0.8913043478260869,0.9565217391304348,0.3478260869565217,0.6739130434782609,1.0,1.0,True,2003.0,True,2004.0,True,2004.0
389,372010.0,"Office and Administrative Support Workers, All Other",0.4363636363636363,0.7,0.9636363636363636,0.3090909090909091,0.5909090909090908,0.8727272727272727,1.0,False,,False,,False,
405,860670.0,Maids and Housekeeping Cleaners,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,1.0,False,,False,,False,
