year,evidence_tier,human_effort_share_headline,human_effort_weak_central,human_effort_weak_lower,human_effort_weak_upper,foreign_content_share_headline,foreign_content_weak_central,foreign_content_weak_lower,foreign_content_weak_upper,domestic_capital_share_headline,domestic_capital_weak_lower,domestic_capital_weak_upper,strong_source_note,weak_method_note
1961,WEAK,0.6124834078553449,0.6124834078553449,0.5900151792412415,0.6270025437604857,0.08191257795769305,0.08191257795769305,0.06378167645666495,0.10305307645070583,0.30560401418696204,0.2699443797888085,0.3462031443020936,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1962,WEAK,0.6083537791239614,0.6083537791239614,0.5860954388991663,0.6228540603667218,0.08371760725484972,0.08371760725484972,0.0655544511143348,0.10480354707691512,0.3079286136211889,0.2723423925563631,0.34835010998649896,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1963,WEAK,0.6052407579732744,0.6052407579732744,0.5831467765400955,0.6197146236141332,0.08487675098465963,0.08487675098465963,0.06672932988618172,0.10588722379624169,0.309882491042066,0.2743981525896251,0.35012389357372276,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1964,WEAK,0.6025407397248417,0.6025407397248417,0.5795722495758113,0.6172242096691476,0.08468462231825022,0.08468462231825022,0.06645806294013548,0.10633140189058202,0.3127746379569081,0.2764443884402704,0.3539696874840532,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1965,WEAK,0.6044329435026231,0.6044329435026231,0.5802585261713997,0.6194177075883985,0.08328384352875848,0.08328384352875848,0.06480132981599131,0.10586834916634534,0.3122832129686184,0.2747139432452561,0.354940144012609,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1966,WEAK,0.6057414720534282,0.6057414720534282,0.579821926233699,0.6211763972724155,0.08183682215968863,0.08183682215968863,0.06296482964956035,0.10582684691400861,0.31242170578688316,0.2729967558135759,0.35721324411674066,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1967,WEAK,0.6007357237420943,0.6007357237420943,0.5753015192896535,0.6160312801584381,0.08299895381352826,0.08299895381352826,0.06434377684459455,0.10662262054490539,0.31626532244437744,0.2773460992966565,0.36035470386575197,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1968,WEAK,0.6002287370566273,0.6002287370566273,0.5735056640747177,0.6158368079489147,0.08180993414295448,0.08180993414295448,0.06301917349628061,0.10640933179952881,0.3179613288004183,0.27775386025155646,0.3634751624290017,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1969,WEAK,0.5948045050564579,0.5948045050564579,0.5685159986537983,0.610301272635889,0.08326985087811785,0.08326985087811785,0.06468955233876883,0.10756435334179985,0.3219256440654243,0.2821343740223112,0.36679444900743285,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1970,WEAK,0.5882554849403949,0.5882554849403949,0.5626983875670838,0.6035480815404175,0.08493957134861616,0.08493957134861616,0.0666373501209279,0.10868454237390326,0.3268049437109889,0.28776737608567926,0.3706642623119883,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1971,WEAK,0.5832073202511447,0.5832073202511447,0.5591944565372763,0.5980894352093167,0.08689182602867727,0.08689182602867727,0.06907271312770091,0.10934227248735894,0.32990085372017797,0.2925682923033244,0.3717328303350228,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1972,WEAK,0.5822612617393838,0.5822612617393838,0.5582590443875016,0.5971218351862634,0.08666431185607192,0.08666431185607192,0.06897064897389286,0.1090690379941377,0.3310744264045443,0.2938091268195989,0.3727703066386055,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1973,WEAK,0.5821442082269075,0.5821442082269075,0.5568002216548924,0.5973963648676955,0.08677364530134145,0.08677364530134145,0.06860908852965047,0.11036744039795096,0.33108214647175105,0.29223619473435347,0.3745906898154571,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1974,WEAK,0.5777359189157892,0.5777359189157892,0.5532821414287666,0.5927530965548347,0.08830353240839217,0.08830353240839217,0.07041046107345368,0.11117422412876954,0.3339605486758186,0.2960726793163958,0.3763073974977797,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1975,WEAK,0.5717986049073055,0.5717986049073055,0.5488686639137803,0.5863679410299792,0.08929281801491726,0.08929281801491726,0.07217524467997741,0.11082785446738053,0.3389085770777772,0.30280420450264023,0.3789560914062423,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1976,WEAK,0.5698786803073429,0.5698786803073429,0.545618618763715,0.5848239521259432,0.08963085248470357,0.08963085248470357,0.07207606291635038,0.11233750770312034,0.3404904672079535,0.3028385401709365,0.38230531831993464,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1977,WEAK,0.5665892016727879,0.5665892016727879,0.5437070125260596,0.5811466011478241,0.09041054465737054,0.09041054465737054,0.07344132396816305,0.11194616988412341,0.34300025366984155,0.30690722896805245,0.3828516635057774,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1978,WEAK,0.5645532250634713,0.5645532250634713,0.5432925937052749,0.5786257291327856,0.09036020836730281,0.09036020836730281,0.0741619743996527,0.11041977276271858,0.3450865665692259,0.31095449810449577,0.38254543189507234,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1979,WEAK,0.561984645334034,0.561984645334034,0.540514809970872,0.5761451221192461,0.09164645978021495,0.09164645978021495,0.07524291337711603,0.11196562711593865,0.346368894885751,0.3118892507648153,0.384242276652012,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1980,WEAK,0.5528599208417374,0.5528599208417374,0.5343386948477624,0.5662692584241693,0.09592655373005157,0.09592655373005157,0.08025321488379775,0.11390501437885807,0.35121352542821105,0.3198257271969726,0.3854080902684398,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1981,WEAK,0.5426321441612589,0.5426321441612589,0.5252890757868062,0.5557901124719359,0.10027175917482342,0.10027175917482342,0.08475096351440867,0.11745479489915125,0.3570960966639176,0.3267550926289129,0.38995996069878514,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1982,WEAK,0.5341160536918276,0.5341160536918276,0.5207572477785978,0.546146447569234,0.1025498934957196,0.1025498934957196,0.08854218378827808,0.11631027218844932,0.36333405281245285,0.33754328024231667,0.3907005684331242,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1983,WEAK,0.5335670647151703,0.5335670647151703,0.5217956566432749,0.5450319096007308,0.0999808041279576,0.0999808041279576,0.08723668233346374,0.11228377579603152,0.36645213115687203,0.34268431460323767,0.3909676610232614,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1984,WEAK,0.5340077755039383,0.5340077755039383,0.5209257501111373,0.5458403067550909,0.09980244604975266,0.09980244604975266,0.08654265108147272,0.11304467196503665,0.36618977844630907,0.3411150212798725,0.39253159880738997,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1985,WEAK,0.5331494300227377,0.5331494300227377,0.5218810962755935,0.5446444227573849,0.0986065419747345,0.0986065419747345,0.08668700259365315,0.11067621628147122,0.36824402800252776,0.3446793609611439,0.3914319011307533,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1986,WEAK,0.5283079734918097,0.5283079734918097,0.5169421254556016,0.5401012152571143,0.10047169852225388,0.10047169852225388,0.08854042091474253,0.11264393862366223,0.3712203279859364,0.34725484611922347,0.3945174536296559,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1987,WEAK,0.522195478161138,0.522195478161138,0.5099259439900574,0.5338122985406304,0.10274739810271297,0.10274739810271297,0.08988705189805325,0.11546964576054324,0.3750571237361491,0.35071805569882636,0.40018700411188934,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1988,WEAK,0.5175656331706836,0.5175656331706836,0.5038515606408536,0.5295799693179635,0.10362123442212907,0.10362123442212907,0.090279672399461,0.11761722433572296,0.37881313240718734,0.35280280634631356,0.40586876695968543,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1989,WEAK,0.5148332885128573,0.5148332885128573,0.5008407146183944,0.526903363322293,0.10368040867116195,0.10368040867116195,0.09042326103665488,0.11787352114330768,0.3814863028159808,0.3552231155343993,0.4087360243449507,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1990,WEAK,0.5065193820529771,0.5065193820529771,0.49140981895693736,0.51894103201168,0.10637918955591505,0.10637918955591505,0.09259584729509154,0.12165038205501588,0.38710142839110784,0.35940858593330416,0.4159943337479711,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1991,WEAK,0.494683240251781,0.494683240251781,0.48269391892316554,0.5062876598837229,0.11003946547036988,0.11003946547036988,0.0971196678964185,0.12268129262155579,0.3952772942778491,0.37103104749472127,0.4201864131804159,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1992,WEAK,0.4903756995724395,0.4903756995724395,0.47776631583332213,0.5021031654007452,0.10969425624486333,0.10969425624486333,0.09682732708814887,0.12273598293169692,0.3999300441826971,0.3751608516675579,0.42540635707852903,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1993,WEAK,0.49150349715461283,0.49150349715461283,0.4801674875484636,0.5027178266060288,0.10782813396636096,0.10782813396636096,0.09582375191774103,0.11932106869349128,0.40066836887902624,0.3779611047004799,0.4240087605337953,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1994,WEAK,0.49336178054929236,0.49336178054929236,0.4816923654977068,0.5047538044712194,0.10743300131638737,0.10743300131638737,0.09522474334200899,0.11949101439096067,0.39920521813432025,0.3757551811378199,0.42308289116028425,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1995,WEAK,0.49131308982769983,0.49131308982769983,0.48001211540225336,0.5025297421836118,0.10803083428106394,0.10803083428106394,0.09597232901410035,0.11959445339539239,0.4006560758912362,0.37787580442099583,0.42401555558364623,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1996,WEAK,0.493737857201737,0.493737857201737,0.48250075255928376,0.504900456959465,0.10677161704338967,0.10677161704338967,0.0949245658035475,0.11823213656946847,0.3994905257548733,0.3768674064710666,0.4225746816371688,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
1997,STRONG,0.5011947116011153,0.49524180077773644,0.48389496665788173,0.506711667603105,0.09072314749654681,0.10492066398153022,0.09332998923098325,0.11634310176391567,0.4080821409023379,0.3769452306329793,0.422775044111135,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
1998,STRONG,0.513574257727047,0.4974345804408114,0.4862659387947587,0.5088653225491254,0.09416722568990273,0.10316187305566246,0.09194898519776565,0.11437158619657846,0.3922585165830503,0.37676309125429613,0.4217850760074756,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
1999,STRONG,0.5079732033958027,0.5043208184575371,0.49308827308237957,0.5153863696839889,0.08815451253790316,0.10024383527563992,0.08906484531742044,0.1113682020035866,0.40387228406629416,0.3732454283124245,0.4178468816002,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2000,STRONG,0.5041645415576994,0.5076334224676466,0.4965080928501453,0.5187852294898829,0.09858816991884924,0.09792848839824106,0.0865546520529193,0.1095959815536495,0.39724728852345137,0.3716187889564676,0.4169372550969354,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2001,STRONG,0.5071548082058056,0.49752180727517575,0.4864692920462905,0.5085953206957246,0.09777181147868005,0.1035971950666916,0.09242666649600442,0.11472720976575969,0.3950733803155143,0.3766774695385158,0.4211040414577051,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2002,STRONG,0.503998535790416,0.4902573752550962,0.47812051315472703,0.501583589578525,0.09874385600917361,0.10602262647529703,0.0942941747655666,0.11802151922171872,0.3972576082004104,0.3803948911997563,0.42758531207970635,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2003,STRONG,0.49473114241760496,0.4889679458595487,0.4764909134181467,0.5003736123431825,0.10231327685429871,0.10579609796108347,0.09410586149163784,0.11807223000807962,0.40295558072809634,0.3815541576487379,0.4294032250902154,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2004,STRONG,0.48860836244581773,0.4884959489319522,0.4758247537617633,0.4999504710135929,0.10700262651120136,0.10534006310868689,0.09377347339794168,0.11778884210386555,0.4043890110429809,0.38226068688254156,0.43040177284029507,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2005,STRONG,0.47718280838455923,0.4873982886247653,0.4762357328382154,0.49882054073937554,0.1215347976710192,0.10576514957809516,0.09442811971785617,0.11702726330195874,0.4012823939444215,0.38415219595866573,0.42933614744392845,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2006,STRONG,0.4726395893922716,0.4883153466462959,0.4773183204880137,0.49931964801292883,0.12642148416535717,0.10504413014446008,0.09394505747857043,0.11618866017459689,0.4009389264423713,0.3844916918124743,0.4287366220334159,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2007,STRONG,0.46739596348454293,0.4856738752384384,0.4744841522107216,0.4973588306136946,0.12661042624396557,0.10577166991518265,0.09412255434510088,0.11715916846232115,0.4059936102714915,0.38548200092398416,0.43139329344417754,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2008,STRONG,0.4559782930389737,0.47768398693632097,0.4658986555962861,0.49160274728739983,0.12900197997454466,0.10959201922013609,0.09610905118097927,0.12148630595314676,0.4150197269864816,0.3869109467594534,0.43799229322273464,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2009,STRONG,0.47030402898695595,0.46066689310336206,0.44871663353642205,0.4752351531853309,0.11342072026679104,0.1170778310928284,0.10351192449416888,0.1291189751248812,0.41627525074625293,0.3956458716897878,0.447771441969409,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2010,STRONG,0.45611874236874206,0.4618037356556052,0.44987568639080305,0.4762883642930271,0.12035046550671508,0.11580646183434487,0.10218985937429297,0.12766045888477462,0.42353079212454287,0.39605117682219826,0.4479344542349039,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2011,STRONG,0.45092888130567355,0.46668263888814215,0.45523575271213407,0.4793718508150724,0.12459607562261843,0.11315045454251212,0.10086434716636838,0.12453500374839452,0.424475043071708,0.39609314543653307,0.4438999001214976,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2012,STRONG,0.4592640846025894,0.46771664636190213,0.45643531402261034,0.4788106338003455,0.12203055577251161,0.11220315262630572,0.1008224768991369,0.12348049460892101,0.418705359624899,0.3977088715907335,0.4427422090782528,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2013,STRONG,0.4595238095238092,0.4687816414134634,0.457629782636049,0.48040156440148163,0.11585495939801493,0.1116878475492237,0.10016141914045835,0.1228991313051352,0.42462123107817584,0.3966993042933832,0.44220879822349274,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2014,STRONG,0.459047308459107,0.4701610429346405,0.45905703167182393,0.48119672102343686,0.11350243443778957,0.11006021879425114,0.09899633461129914,0.12112003336585085,0.4274502571031034,0.3976832456107122,0.441946633716877,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2015,STRONG,0.4680966778398996,0.46704101869216325,0.455168204355057,0.47827172423896475,0.10924317039072431,0.1097700668248874,0.09845379576896272,0.1214121797868835,0.4226601517693761,0.4003160959741518,0.44637799987598026,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2016,STRONG,0.4717001138823953,0.46370584098174356,0.450798348870468,0.4751728027051161,0.10617869236738284,0.11073448984248532,0.09927925103151651,0.12331579375962183,0.42212119375022183,0.4015114035352621,0.4499224000980155,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2017,STRONG,0.4751840386564132,0.4662891829003783,0.4537160193904841,0.4777065672567533,0.10541692232825586,0.10886443514210012,0.097297029403244,0.12103374939206675,0.41939903901533093,0.40125968335117995,0.44898695120627186,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2018,STRONG,0.47307545776468307,0.4673177085171026,0.4546876098285604,0.4787870611972651,0.10407994646737487,0.10831909811755533,0.0967157097806921,0.12048387170815188,0.4228445957679421,0.400729067094583,0.4485966803907475,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2019,STRONG,0.47494601135852366,0.46269129785923235,0.44928406789515024,0.4743269139889573,0.10212891197282928,0.1104429395419126,0.09867609308616092,0.1235363683359461,0.4229250766686471,0.40213671767509657,0.4520398390186889,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2020,STRONG,0.48517326373926495,0.4642325400515911,0.4513344378680168,0.48196086139382743,0.09243238723688943,0.11443951607779221,0.09736864569724465,0.12803831635696863,0.42239434902384565,0.39000082224920396,0.45129691643473846,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2021,STRONG,0.47377919765307375,0.47381728122404987,0.46164353682560777,0.4851684676140101,0.10457413239351576,0.10864153738181732,0.0973066277962946,0.12052203335591136,0.4216466699534105,0.3943094990300785,0.4410498353780976,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2022,STRONG,0.47616371393167345,0.47826918084515013,0.4632134070623409,0.49033431790745463,0.11232343613940637,0.10724255475824643,0.09482435255597631,0.12159641420708825,0.4115128499289202,0.38806926788545715,0.44196224038168286,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2023,STRONG,0.47225903771470273,0.4720387388893365,0.45854240081926034,0.48369006275546106,0.09358743558843487,0.1091291441337201,0.0972844430041124,0.12231278254771817,0.43415352669686247,0.39399715469682084,0.4441731561766272,"BEA WP2026-01 Figure 9 grouped annual benchmark, digitized and validated to published means.",
2024,WEAK,0.4658529066351508,0.4658529066351508,0.45427309096340246,0.4770720824682911,0.11049204866845315,0.11049204866845315,0.0992728879620524,0.12195099601019121,0.4236550446963961,0.40097692152151776,0.44645402107454507,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
2025,WEAK,0.46241028005767426,0.46241028005767426,0.45123552479749984,0.47392207850222234,0.11090420437628312,0.11090420437628312,0.09947109327460937,0.12245590720141664,0.4266855155660426,0.403622014296361,0.4492933819278908,,Ensemble of five OLS product-composition specifications estimated only on 1997–2023; current NIPA product shares are observed for all years.
