occ1990dd,label_latest,task_routine,D_doc,D_comp,D_struct,D_doc08,D_comp08,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,pre_slope,post_slope,d_slope,emp_2025
24,Insurance Underwriters,2.8104918,3.83,4.41,-4.3,3.14,4.48,0.1428571428571428,0.5714285714285714,1.0,0.1428571428571428,0.5,0.8571428571428571,0.0158920439645147,-0.0116092488353564,-0.0275012927998711,105420.0
25,Financial and Investment Analysts,3.1015058,3.935714285714286,4.49,-4.069285714285714,3.741428571428571,4.302857142857143,0.1413695354046231,0.5549519332852666,0.96853433116591,0.2914071500036412,0.6120328143135161,0.932658478623391,-0.0910342635619279,-0.0228553092486044,0.0681789543133235,1314890.0
26,Management Analysts,4.335098,4.05,4.29,-4.14,4.24,4.01,0.0952380952380952,0.4047619047619047,0.7142857142857142,0.1904761904761904,0.5,0.8095238095238095,0.0259792779328751,0.0214234793693636,-0.0045557985635115,898280.0
27,Human Resources Specialists,1.8100438,3.4480000000000004,3.768,-4.304,3.721666666666667,4.326666666666667,0.1374710360807679,0.4721574376192052,0.8068438391576425,0.2455654860421493,0.4196149177976387,0.5936643495531281,0.0399940851043472,0.0266169883110951,-0.0133770967932521,1548230.0
28,Buyers and Purchasing Agents,1.9886949,3.59,3.61,-4.6,3.02,3.36,0.0555555555555555,0.5277777777777778,1.0,0.0555555555555555,0.25,0.4444444444444444,0.7262320504647292,0.002036858235954,-0.7241951922287752,163810.0
29,Buyers and Purchasing Agents,1.353025,3.21,4.02,-4.4,1.89,3.26,0.0333333333333333,0.4666666666666667,0.9,0.1,0.4,0.7,0.0582064132077284,0.002036858235954,-0.0561695549717744,163810.0
33,Buyers and Purchasing Agents,1.6130649,4.055,4.345000000000001,-4.13,3.6500000000000004,4.3100000000000005,0.1406015037593984,0.5296992481203007,0.918796992481203,0.1360902255639097,0.4199248120300751,0.7037593984962406,-0.1764723955357449,0.0090313333640721,0.1855037288998171,248130.0
34,"Agents and Business Managers of Artists, Performers, and Athletes",1.7417452,2.92,3.7,-4.22,3.42,4.19,0.1739130434782608,0.5434782608695652,0.9130434782608696,0.3043478260869565,0.3695652173913043,0.4347826086956521,0.0504209068301434,-0.0183841982608498,-0.0688051050909932,12620.0
35,Construction and Building Inspectors,5.548353,4.045,4.125,-4.48,3.94,3.65,0.0,0.3341042893187552,0.6682085786375105,0.073170731707317,0.2823801513877207,0.4915895710681245,0.0367664749329147,0.0248924918216356,-0.011873983111279,146720.0
36,Compliance Officers,4.8944144,3.769047619047619,3.7876190476190477,-3.4995238095238097,4.388,4.4559999999999995,0.0983007031941239,0.4287680916436809,0.7592354800932378,0.2267931108841131,0.4440981186825622,0.6614031264810113,0.0445733240582507,0.0245167844927053,-0.0200565395655453,535190.0
37,"Business Operations Specialists, All Other",1.9730891,4.095000000000001,4.3825,-4.2575,,,0.1080507655579875,0.5183543294167859,0.9286578932755843,0.2387060824988202,0.5126633112015421,0.786620539904264,0.0639328039023048,0.0040756296467572,-0.0598571742555476,1456146.6666666667
43,"Architects, Except Landscape and Naval",3.3097224,3.745,4.385,-3.7800000000000002,3.2800000000000002,4.18,0.0348837209302325,0.4547123623011015,0.8745410036719705,0.1077111383108934,0.3993268053855568,0.6909424724602202,0.0140711894737349,-0.0152898519317855,-0.0293610414055204,126370.0
44,Aerospace Engineers,6.07936,4.32,4.88,-4.35,2.84,4.56,0.2142857142857142,0.5714285714285714,0.9285714285714284,0.1428571428571428,0.5178571428571428,0.8928571428571428,-0.0285378589774949,0.0146300695377384,0.0431679285152333,67710.0
45,Materials Engineers,7.222118,4.05,4.1,-4.19,3.63,4.52,0.1463414634146341,0.4878048780487805,0.8292682926829269,0.1463414634146341,0.3170731707317073,0.4878048780487805,-0.0111976952635182,-0.0072485413439401,0.0039491539195781,22770.0
47,Petroleum Engineers,6.0185757,3.72,4.43,-3.92,3.72,3.77,0.1666666666666666,0.5277777777777778,0.8888888888888888,0.0833333333333333,0.4305555555555555,0.7777777777777777,-0.0226604234040911,-0.0622951661944789,-0.0396347427903878,18060.0
48,Chemical Engineers,6.6582923,3.7,4.52,-4.04,3.87,4.63,0.0769230769230769,0.4615384615384615,0.8461538461538463,0.0769230769230769,0.3461538461538461,0.6153846153846154,-0.0233708017870729,-0.0103922644507871,0.0129785373362858,21070.0
53,Civil Engineers,7.3536944,3.8433333333333333,4.32,-3.9066666666666667,3.67,4.24,0.0556277056277056,0.4821428571428571,0.9086580086580086,0.1718614718614718,0.4545454545454545,0.7372294372294372,0.0204492192823901,0.0452505075319791,0.0248012882495889,367840.0
55,Electrical Engineers,6.4819326,4.1000000000000005,4.846666666666667,-4.383333333333333,3.3766666666666665,4.63,0.3960163610898905,0.6366235888294712,0.8772308165690519,0.1873859392241744,0.3907536499448263,0.5941213606654784,-0.0159199255733818,-0.0109581998308527,0.0049617257425291,372310.0
56,Industrial Engineers,5.190214,3.955,4.15125,-4.2025,3.7783333333333333,4.181666666666667,0.1411288655353604,0.5292929028791291,0.9174569402228976,0.3817182481572179,0.5438682836387203,0.7060183191202227,0.0286962947274494,0.0249109629951791,-0.0037853317322703,387190.0
57,Mechanical Engineers,7.258739,3.9499999999999997,4.476666666666667,-4.006666666666667,3.26,4.14,0.2061833105335156,0.5312935096519228,0.8564037087703298,0.3067213862289101,0.5007630338957288,0.6948046815625476,0.0155392968250858,0.0055682803835842,-0.0099710164415016,296810.0
59,"Engineers, All Other",5.72021,3.909375,4.39875,-3.9368749999999997,4.023333333333333,4.441666666666666,0.1657786943361397,0.5222503492264403,0.878722004116741,0.2416337374352457,0.4720359017809675,0.7024380661266894,0.026941754921879,-0.0148217679905486,-0.0417635229124276,224140.0
64,Computer User Support Specialists,2.8755398,3.763717948717949,4.833846153846154,-4.172179487179488,3.7552777777777777,4.917777777777777,0.5193182526477299,0.7290924617726118,0.9388666708974936,0.2490181075405068,0.5700443924211267,0.8910706773017465,-0.0164096564491933,-0.0054025954724107,0.0110070609767826,3092101.666666667
65,Logisticians,2.7767406,3.5766666666666667,4.5616666666666665,-3.9233333333333333,3.165,4.665,0.1720443050487577,0.5784463949486213,0.9848484848484848,0.3043203926376556,0.6127993585468678,0.92127832445608,0.0379596830577319,0.0290477658487939,-0.0089119172089379,359550.0
66,Actuaries,5.5320997,3.25,4.68,-3.86,3.93,4.42,0.0,0.5,1.0,0.2222222222222222,0.537037037037037,0.8518518518518519,0.0177074485794291,0.0134821833413744,-0.0042252652380546,26670.0
68,Data Scientists,3.10421,3.9175,4.8,-4.0125,3.66,4.5,0.5781565656565656,0.7807449494949494,0.9833333333333334,0.3103535353535353,0.6157512626262627,0.92114898989899,0.4546549822823953,0.1486997293655685,-0.3059552529168268,266160.0
69,Physicists,6.829562,4.075,4.74,-4.625,3.5949999999999998,4.75,0.3039772727272727,0.59375,0.8835227272727273,0.375,0.5291193181818181,0.6832386363636364,0.0119507206421345,0.0163028494635878,0.0043521288214532,22550.0
73,Chemists,7.1018763,4.22,4.005,-4.1,3.83,4.24,0.1089655172413792,0.4313793103448275,0.7537931034482759,0.3641379310344828,0.4586206896551724,0.5531034482758621,-0.0151139368121433,-0.0183509694625036,-0.0032370326503602,91240.0
74,Atmospheric and Space Scientists,1.25,3.45,4.79,-3.95,3.49,4.46,0.1739130434782608,0.5652173913043478,0.9565217391304348,0.3478260869565217,0.6086956521739131,0.8695652173913043,,,,
75,"Environmental Scientists and Specialists, Including Health",6.517143,4.02,4.496666666666667,-4.158333333333333,3.9299999999999997,4.296666666666667,0.0994925942950033,0.4961276539601347,0.8927627136252663,0.3484358501075356,0.5731105641570949,0.7977852782066543,-0.023503670745711,0.0108840090855272,0.0343876798312382,118570.0
76,"Physical Scientists, All Other",6.25,4.21,4.8,-4.12,,,0.0,0.4565217391304347,0.9130434782608696,0.1521739130434782,0.4456521739130434,0.7391304347826086,-0.0558768365721203,0.0270094052456783,0.0828862418177987,22300.0
77,Soil and Plant Scientists,5.27409,4.25,4.32,-4.239999999999999,4.010000000000001,4.203333333333333,0.0416666666666666,0.4555114269788182,0.86935618729097,0.4718506131549609,0.6580615942028986,0.8442725752508361,-0.0206563519003374,-0.0257199053984091,-0.0050635534980717,31890.0
78,"Biological Scientists, All Other",7.686015,4.281874999999999,4.515000000000001,-4.216875,4.32,4.2275,0.1418686918638955,0.4629929422395472,0.784117192615199,0.1969115825312231,0.4350963394304248,0.6732810963296265,0.008261518674101,-0.013748902802181,-0.0220104214762821,126740.0
79,Conservation Scientists,2.0386262,4.166666666666666,4.0649999999999995,-4.33,4.258333333333333,3.925,0.0303030303030303,0.4035439705646826,0.7767849108263349,0.1912694630348121,0.4236438208996341,0.6560181787644561,0.0142345821586558,0.0280159171419675,0.0137813349833116,36380.0
83,"Medical Scientists, Except Epidemiologists",7.7883234,4.09,4.415,-4.495,4.13,4.4350000000000005,0.0909090909090909,0.4825174825174825,0.8741258741258742,0.3548951048951048,0.5629370629370629,0.770979020979021,0.0410923334103524,0.1258215613587762,0.0847292279484237,184430.0
84,"Physicians, All Other",4.6948724,4.602307692307692,4.005,-4.833846153846154,4.531428571428571,2.692857142857143,0.0365970145422625,0.4138281016876433,0.7910591888330241,0.1571092746696996,0.3406483890113945,0.5241875033530893,-0.1874844342471079,0.0009643476128327,0.1884487818599406,804160.0
85,"Dentists, General",4.08642,4.41,3.6325,-4.84,4.3,3.25,0.0125,0.1588636363636363,0.3052272727272727,0.0375,0.1489772727272727,0.2604545454545454,0.0116515546116055,-0.0116335032279836,-0.0232850578395891,141610.0
86,Veterinarians,7.1291704,4.26,3.24,-4.76,4.34,2.6,0.081081081081081,0.2702702702702703,0.4594594594594595,0.027027027027027,0.2297297297297297,0.4324324324324324,0.0202696597281251,0.0053360690921793,-0.0149335906359458,83900.0
87,Optometrists,2.5,4.71,4.24,-4.71,4.21,3.33,0.0,0.3,0.6000000000000001,0.0,0.05,0.1,0.0141757090464845,0.0001920818903203,-0.0139836271561642,42790.0
88,Podiatrists,2.4850776,4.63,4.45,-5.0,4.84,3.24,0.0,0.2857142857142857,0.5714285714285714,0.1904761904761904,0.2857142857142857,0.3809523809523809,,,,
89,Chiropractors,3.75,4.573333333333333,3.603333333333333,-4.72,4.4,3.6,0.1815996503496503,0.3725354506604506,0.5634712509712511,0.1342026029526029,0.3131475006475006,0.4920923983423983,-0.1392219693423812,-0.0209237144459386,0.1182982548964425,76090.0
95,Registered Nurses,7.0432663,4.658666666666666,4.178666666666667,-4.5440000000000005,4.65,3.45,0.0355082927168312,0.3427793850618152,0.6500504774067992,0.0774815162335687,0.2582660011641949,0.439050486094821,0.0139277951715949,0.0191020846246469,0.0051742894530519,3754600.0
96,Pharmacists,7.9906197,4.38,4.16,-4.59,3.76,4.41,0.1142857142857142,0.4285714285714285,0.7428571428571429,0.2857142857142857,0.3999999999999999,0.5142857142857142,0.0015381786406283,-0.0205838228802348,-0.0221220015208632,321970.0
97,Dietitians and Nutritionists,1.5482984,4.23,4.17,-4.55,4.63,4.27,0.1463414634146341,0.5487804878048781,0.951219512195122,0.2682926829268293,0.4634146341463415,0.6585365853658537,0.0200204149895562,0.0184495861640785,-0.0015708288254776,77570.0
98,Respiratory Therapists,3.997978,4.59,3.79,-3.89,4.46,3.53,0.0952380952380952,0.2023809523809523,0.3095238095238095,0.0952380952380952,0.1904761904761904,0.2857142857142857,0.0108092217639508,0.0105285128836181,-0.0002807088803326,139790.0
99,Occupational Therapists,3.997978,4.48,3.62,-4.57,4.6,3.31,0.1106060606060606,0.2890151515151515,0.4674242424242424,0.1606060606060606,0.3407196969696969,0.5208333333333334,0.0276953395519434,0.0441080283245824,0.016412688772639,162450.0
103,Physical Therapists,3.997978,4.68,3.86,-4.75,4.59,3.14,0.0851063829787234,0.1914893617021276,0.2978723404255319,0.1276595744680851,0.3404255319148936,0.5531914893617021,0.0165786349682757,0.0321781036072058,0.0155994686389301,267330.0
104,Speech-Language Pathologists,3.997978,4.765000000000001,4.539999999999999,-4.6,4.225,4.085,0.1535476718403547,0.4528824833702882,0.7522172949002217,0.1624168514412416,0.4223946784922395,0.6823725055432373,0.0291159828843466,0.0202012206427202,-0.0089147622416263,197050.0
105,"Therapists, All Other",3.997978,4.435,3.763333333333333,-4.3,4.35,3.8950000000000005,0.0758776137084388,0.3214241533130998,0.5669706929177609,0.0803952865447416,0.3146475130128477,0.5488997394809538,0.0088506622577957,0.0288895473937754,0.0200388851359796,54640.0
106,Physician Assistants,3.997978,4.52,3.585,-4.4350000000000005,4.33,3.55,0.0,0.2708333333333333,0.5416666666666666,0.0,0.1101190476190476,0.2202380952380952,0.0394037482979837,0.0321538161393018,-0.0072499321586818,162150.0
155,"Preschool Teachers, Except Special Education",1.8316323,3.23,2.91,-3.8449999999999998,3.4850000000000003,2.825,0.0577002905770029,0.2300747198007472,0.4024491490244914,0.1442507264425072,0.302563304275633,0.4608758821087588,0.0034776438504724,0.013829531424855,0.0103518875743825,587650.0
156,"Elementary School Teachers, Except Special Education",1.3401071,3.813333333333334,4.043333333333333,-4.256666666666667,3.7066666666666666,3.6766666666666663,0.1066887364222567,0.3270725143095409,0.5474562921968251,0.1664413361468059,0.3300333994583643,0.4936254627699228,-0.0063345771002606,-0.0161846495210378,-0.0098500724207771,2025350.0
157,"Secondary School Teachers, Except Special and Career/Technical Education",1.5725598,3.9349999999999996,4.135,-4.16,3.86,3.875,0.0916305916305915,0.3333333333333333,0.575036075036075,0.1399711399711399,0.3373015873015873,0.5346320346320346,0.0071287987999159,-0.0008297419348126,-0.0079585407347286,1176630.0
158,"Special Education Teachers, Kindergarten and Elementary School",3.7407227,3.9,3.846,-4.132,4.113333333333333,3.6633333333333336,0.1324619824619824,0.3080239205239204,0.4835858585858585,0.1647463647463647,0.3095349095349095,0.4543234543234543,-0.0127145448986588,0.0374149342376658,0.0501294791363247,583440.0
159,"Teaching Assistants, Except Postsecondary",3.4052331,3.6799999999999997,4.46,-4.343333333333333,3.706666666666667,4.37,0.135656270305393,0.4643193632228719,0.792982456140351,0.3028427550357375,0.520679012345679,0.7385152696556205,0.3867731632128692,0.020252311715398,-0.3665208514974712,2005905.0
163,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",1.3640599,4.442,4.198,-4.154,4.214,3.504,0.0717084086983217,0.2420650931566741,0.4124217776150264,0.1968577146006487,0.3247351776024501,0.4526126406042515,0.0421628112596845,0.0546853253328395,0.0125225140731549,1035300.0
164,Librarians and Media Collections Specialists,1.6365921,3.7,4.74,-4.27,3.15,4.21,0.1578947368421052,0.5350877192982456,0.912280701754386,0.2631578947368421,0.5,0.7368421052631579,-0.1453025956728246,-0.0131585818666803,0.1321440138061442,66895.0
165,Museum Technicians and Conservators,1.891496,4.2700000000000005,3.94,-4.37,4.126666666666666,3.5500000000000003,0.0925676013395311,0.4122807017543859,0.7319938021692408,0.1984305493077422,0.4184535412605588,0.6384765332133753,0.0329750713088513,-0.0035985971963973,-0.0365736685052487,32430.0
166,Market Research Analysts and Marketing Specialists,3.2291217,3.5250000000000004,4.705,-4.532500000000001,3.8366666666666673,4.386666666666667,0.0772217428817946,0.5386108714408973,1.0,0.2832818964182207,0.5799422302603925,0.8766025641025641,0.0567850791737974,0.0204059211537801,-0.0363791580200172,925660.0
167,Clinical and Counseling Psychologists,1.8115981,3.9987500000000002,3.7737499999999997,-4.61375,3.9,3.826666666666667,0.0612433862433861,0.4263790576290576,0.791514729014729,0.3078667953667953,0.4902438152438152,0.6726208351208351,0.0067131441380707,0.0295335712628165,0.0228204271247458,159540.0
169,"Social Scientists and Related Workers, All Other",1.4231437,4.014,4.372,-4.3100000000000005,4.13,4.05625,0.0916687769946115,0.4831523727120527,0.8746359684294939,0.2628638557098439,0.519339748730286,0.775815641750728,-0.0075552777355414,0.0205222765695308,0.0280775543050722,56480.0
173,Urban and Regional Planners,2.2314987,3.36,4.08,-3.79,3.36,4.0,0.0,0.4772727272727273,0.9545454545454546,0.2727272727272727,0.5795454545454546,0.8863636363636364,0.0149477441662806,0.0154008363672854,0.0004530922010047,44230.0
174,"Child, Family, and School Social Workers",1.4129213,4.493333333333333,4.043333333333334,-4.36,4.12,3.1266666666666665,0.0294642857142857,0.285813492063492,0.5421626984126984,0.1751984126984126,0.3586805555555555,0.5421626984126984,0.0130538941916115,0.0255692594265911,0.0125153652349796,775920.0
176,Clergy,1.3149956,3.1550000000000002,3.635,-4.615,3.31,3.425,0.1709956709956709,0.3863636363636363,0.6017316017316017,0.2467532467532467,0.3463203463203463,0.4458874458874459,0.0137833695515942,0.0071654783251494,-0.0066178912264447,95120.0
177,Social and Human Service Assistants,1.6418806,4.3774999999999995,4.192500000000001,-4.1225000000000005,4.336666666666667,3.4933333333333336,0.1783945751475462,0.4098241234807448,0.6412536718139434,0.2777575659579055,0.4173976608187134,0.5570377556795213,0.0141405494625864,0.0141521877600008,1.1638297414436408e-05,762330.0
178,Lawyers,1.4148376,3.34,3.9699999999999998,-4.17,2.84,3.14,0.0689655172413793,0.4711206896551724,0.8732758620689656,0.075,0.4616379310344827,0.8482758620689655,0.0098112681379012,0.0036665813908419,-0.0061446867470592,767790.0
183,Writers and Authors,1.25,3.0949999999999998,3.63,-4.1,3.04,4.035,0.8098290598290598,0.8771367521367521,0.9444444444444444,0.641025641025641,0.7742165242165242,0.9074074074074074,0.0022280857123793,-0.055633526713758,-0.0578616124261373,47940.0
184,Technical Writers,2.423263,3.9,4.61,-4.4,4.42,4.6,0.4666666666666667,0.7,0.9333333333333332,0.3333333333333333,0.6333333333333333,0.9333333333333332,-0.0049699403122852,-0.021736222082435,-0.0167662817701498,45500.0
185,Graphic Designers,4.5671806,3.1271428571428572,3.9414285714285713,-3.9814285714285718,3.1285714285714286,3.5585714285714287,0.0095238095238095,0.3931892339979835,0.7768546584721576,0.0973759200539103,0.3507473366353159,0.6041187532167216,0.0218014505715697,-0.0207319470815678,-0.0425333976531375,550190.0
186,Musicians and Singers,3.2083714,2.73,2.715,-3.95,2.5925000000000002,2.5875,0.3856068743286788,0.5593447905477981,0.7330827067669172,0.1387397064088793,0.2066774078052273,0.2746151092015753,-0.0434506988553842,0.0269990351967024,0.0704497340520866,48720.0
187,Producers and Directors,2.1051176,3.0275,3.0437499999999997,-3.8375,3.351,2.945,0.1250426213857065,0.3285426895799236,0.5320427577741408,0.1713379705400982,0.2966192716857611,0.4219005728314239,0.0233781952996848,-0.047444709519275,-0.0708229048189599,198120.0
188,Art Directors,5.57006,2.6975,3.99,-4.405,2.615,3.37,0.0297413793103448,0.4271551724137931,0.8245689655172415,0.0594827586206896,0.3606681034482758,0.6618534482758621,0.0056639898971863,-0.082875835150547,-0.0885398250477333,95770.0
189,Photographers,7.3460484,3.24,4.68,-4.14,3.09,3.39,0.0416666666666666,0.3854166666666666,0.7291666666666666,0.0208333333333333,0.21875,0.4166666666666666,-0.0060301048343608,0.0054727147571676,0.0115028195915285,51760.0
193,Dancers,7.5,2.27,1.785,-3.75,2.58,2.005,0.0285714285714285,0.1461309523809523,0.2636904761904761,0.0714285714285714,0.106547619047619,0.1416666666666666,-0.0241791386816687,-0.1189582700261128,-0.094779131344444,10990.0
194,Interpreters and Translators,2.729391,3.78,3.26,-4.06,3.45,2.35,0.6505263157894736,0.7031578947368421,0.7557894736842106,0.4789473684210526,0.6042105263157894,0.7294736842105263,0.0498536572341962,0.0051896188339861,-0.04466403840021,86325.0
195,Editors,1.8775507,3.735,4.385,-4.035,3.81,4.304,0.2061645870469399,0.5622697563874035,0.9183749257278668,0.2829842543077837,0.4836081402257872,0.6842320261437909,-0.0142446769842367,-0.0546248374499794,-0.0403801604657427,178100.0
198,Broadcast Announcers and Radio Disc Jockeys,4.352688,4.21,3.76,-4.17,3.5700000000000003,3.4000000000000004,0.4,0.65,0.9,0.475,0.5375,0.6000000000000001,-0.070004579599338,-0.0855606774745538,-0.0155560978752158,31035.0
199,Coaches and Scouts,3.5105655,3.28,2.796666666666667,-4.2299999999999995,2.6466666666666665,2.063333333333333,0.1055555555555555,0.2041666666666667,0.3027777777777777,0.0564814814814814,0.1037037037037036,0.1509259259259259,0.0065783391512219,0.0293054303852614,0.0227270912340394,279800.0
203,Clinical Laboratory Technologists and Technicians,7.9400826,4.24375,4.005,-3.8925,4.325,4.105,0.0704156403940886,0.2542972598522167,0.4381788793103448,0.0558420566502462,0.1226657430213464,0.1894894293924466,-0.0084287945612092,-0.0145114034893908,-0.0060826089281815,332940.0
204,Dental Hygienists,8.642067,4.17,3.82,-3.98,3.38,2.62,0.0625,0.1875,0.3125,0.0,0.09375,0.1875,0.0147156718422055,-0.0019899643954884,-0.016705636237694,222740.0
206,Radiologic Technologists and Technicians,7.4355183,4.2780000000000005,4.328,-4.168,3.9850000000000003,4.0175,0.0599876034171449,0.3299024442827498,0.5998172851483548,0.1291502950925701,0.2443781496752634,0.3596060042579567,0.0102201293497364,0.0118434742432309,0.0016233448934945,444080.0
207,Licensed Practical and Licensed Vocational Nurses,4.904202,4.47,3.77,-3.77,4.47,3.36,0.0789473684210526,0.25,0.4210526315789473,0.0526315789473684,0.25,0.4473684210526315,-0.0100742908562668,-0.0084482395981843,0.0016260512580824,648410.0
208,Emergency Medical Technicians,6.4888334,4.4191666666666665,4.391666666666667,-4.2716666666666665,4.609999999999999,3.075,0.104949002147278,0.2832417143839557,0.4615344266206335,0.0421296296296296,0.2025824351255385,0.3630352406214475,0.1034818042913324,0.0105805985982101,-0.0929012056931222,396495.0
214,Electrical and Electronic Engineering Technologists and Technicians,7.262657,4.025625,4.235625,-3.975625,3.817857142857143,3.9085714285714284,0.1521913209754754,0.3981454750743058,0.6440996291731361,0.1222267521527472,0.3220169422478587,0.5218071323429703,-0.0578501736384158,-0.0156496685697475,0.0422005050686683,390870.0
217,Architectural and Civil Drafters,8.267157,3.703333333333333,4.75,-3.9433333333333334,3.723333333333333,4.701666666666667,0.1268182929811689,0.5381560283687943,0.9494937637564196,0.1680948887258498,0.4916263145023232,0.8151577402787967,-0.0273448711007425,-0.0471998627994105,-0.019854991698668,176050.0
218,Surveying and Mapping Technicians,7.2842674,4.243333333333333,4.6000000000000005,-4.1499999999999995,4.2683333333333335,4.6433333333333335,0.0914706461780929,0.5100231481481482,0.9285756501182032,0.1155998817966902,0.4634766548463356,0.811353427895981,-0.0091872034528105,5.860064363507081e-05,0.0092458040964455,123100.0
223,Biological Technicians,6.5781307,4.205,4.053333333333334,-4.001666666666667,4.4225,4.175,0.2094636844636844,0.3945105820105819,0.5795574795574795,0.1143338143338142,0.2952380952380952,0.4761423761423761,0.0106172708809028,-0.0225803924400646,-0.0331976633209675,99350.0
224,Chemical Technicians,6.9962034,4.49,4.14,-3.84,4.34,3.89,0.1428571428571428,0.3928571428571428,0.6428571428571428,0.2857142857142857,0.3928571428571428,0.5,-0.0070291450295802,-0.0089266769465479,-0.0018975319169677,57540.0
225,"Geological Technicians, Except Hydrologic Technicians",6.3032007,4.28,4.14,-4.17,4.16,4.195,0.118140243902439,0.4451219512195122,0.7721036585365854,0.1615853658536585,0.4180640243902439,0.6745426829268293,-0.0513581577311784,-0.0794913120388861,-0.0281331543077076,8400.0
226,"Airline Pilots, Copilots, and Flight Engineers",4.1696296,3.9699999999999998,3.3049999999999997,-4.57,3.5549999999999997,3.04,0.1022727272727272,0.2954545454545454,0.4886363636363636,0.0,0.2215909090909091,0.4431818181818182,-0.007794874068005,0.0133604864909083,0.0211553605589134,151190.0
227,Air Traffic Controllers,2.485899,3.8149999999999995,3.615,-4.54,3.5999999999999996,3.545,0.0942350332594235,0.3533813747228381,0.6125277161862528,0.0,0.3180432372505543,0.6360864745011087,0.0018230201510232,-0.0067071589845835,-0.0085301791356067,37700.0
228,Audio and Video Technicians,3.232348,3.8800000000000003,4.68,-4.176666666666667,3.92,4.26,0.1615961199294532,0.4624118165784832,0.7632275132275131,0.0734126984126984,0.264021164021164,0.4546296296296296,0.0129373792227564,-0.0128873815909187,-0.0258247608136752,113920.0
229,Software Developers,5.064424,3.8866666666666667,4.833333333333333,-3.94,3.68,4.99,0.8321637426900584,0.8985380116959064,0.9649122807017544,0.2672514619883041,0.581578947368421,0.895906432748538,-0.3993932700606897,0.00051775786638,0.3999110279270698,1873490.0
233,Computer Numerically Controlled Tool Operators,5.550149,3.395,4.29,-3.9699999999999998,3.3600000000000003,3.86,0.4671428571428571,0.5267857142857142,0.5864285714285714,0.0,0.2685714285714285,0.5371428571428571,-0.1426229234428351,-0.0355804230299353,0.1070425004128997,98975.0
234,Paralegals and Legal Assistants,3.6767588,4.6000000000000005,4.52,-4.32,4.1475,4.425,0.4436507936507936,0.6849206349206348,0.926190476190476,0.1416666666666666,0.5081349206349205,0.8746031746031746,0.0147793033758677,0.0125477007615435,-0.0022316026143242,501090.0
