"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"US000","1","1024","13","0","2024","A","",1528,72765,7388460578,0,0,1953,101539,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",81,5.6,2080,2.9,158524436,2.2,0,0.0,0,0.0,-14,-0.7,-745,-0.7
"US000","1","1025","13","0","2024","A","",1465,456552,48543237914,0,0,2045,106326,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",39,2.7,13874,3.1,3694523718,8.2,0,0.0,0,0.0,97,5.0,5014,4.9
"US000","1","1026","13","0","2024","A","",1430,48738,3072048364,0,0,1212,63032,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-12,-0.8,1273,2.7,215178865,7.5,0,0.0,0,0.0,55,4.8,2843,4.7
"US000","1","1027","13","0","2024","A","",166,5002,350129481,0,0,1346,69994,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,0.6,93,1.9,27381649,8.5,0,0.0,0,0.0,82,6.5,4253,6.5
"US000","1","1028","13","0","2024","A","",24714,1675418,190416921908,0,0,2186,113653,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-405,-1.6,53197,3.3,13899665646,7.9,0,0.0,0,0.0,93,4.4,4841,4.4
"US000","1","1029","13","0","2024","A","",2,3,331418,0,0,2390,124282,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-3,-60.0,1,50.0,147539,80.2,0,0.0,0,0.0,33,1.4,1696,1.4
"US000","1","11","14","0","2024","A","",75,3976,379415904,0,0,1835,95417,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,225,6.0,46956683,14.1,0,0.0,0,0.0,131,7.7,6791,7.7
"US000","1","111","15","0","2024","A","",2,3,553052,0,0,3359,174648,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-2,-40.0,-55902,-9.2,0,0.0,0,0.0,757,29.1,39325,29.1
"US000","1","1111","16","0","2024","A","",2,3,553052,0,0,3359,174648,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-2,-40.0,-55902,-9.2,0,0.0,0,0.0,757,29.1,39325,29.1
"US000","1","11111","17","0","2024","A","",2,3,553052,0,0,3359,174648,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-2,-40.0,-55902,-9.2,0,0.0,0,0.0,757,29.1,39325,29.1
"US000","1","111110","18","0","2024","A","",2,3,553052,0,0,3359,174648,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-2,-40.0,-55902,-9.2,0,0.0,0,0.0,757,29.1,39325,29.1
"US000","1","112","15","0","2024","A","",2,19,1535044,0,0,1547,80439,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,20987,1.4,0,0.0,0,0.0,-20,-1.3,-1035,-1.3
"US000","1","1125","16","0","2024","A","",2,19,1535044,0,0,1547,80439,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,20987,1.4,0,0.0,0,0.0,-20,-1.3,-1035,-1.3
"US000","1","11251","17","0","2024","A","",2,19,1535044,0,0,1547,80439,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,20987,1.4,0,0.0,0,0.0,-20,-1.3,-1035,-1.3
"US000","1","112511","18","0","2024","A","",2,19,1535044,0,0,1547,80439,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,20987,1.4,0,0.0,0,0.0,-20,-1.3,-1035,-1.3
"US000","1","113","15","0","2024","A","",70,3948,377095385,0,0,1837,95518,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,226,6.1,46960421,14.2,0,0.0,0,0.0,131,7.7,6828,7.7
"US000","1","1131","16","0","2024","A","",70,3948,377095385,0,0,1837,95518,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,226,6.1,46960421,14.2,0,0.0,0,0.0,131,7.7,6828,7.7
"US000","1","11311","17","0","2024","A","",70,3948,377095385,0,0,1837,95518,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,226,6.1,46960421,14.2,0,0.0,0,0.0,131,7.7,6828,7.7
"US000","1","113110","18","0","2024","A","",70,3948,377095385,0,0,1837,95518,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,226,6.1,46960421,14.2,0,0.0,0,0.0,131,7.7,6828,7.7
"US000","1","114","15","0","2024","A","",1,6,232423,0,0,715,37188,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,31177,15.5,0,0.0,0,0.0,52,7.8,2689,7.8
"US000","1","1142","16","0","2024","A","",1,6,232423,0,0,715,37188,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,31177,15.5,0,0.0,0,0.0,52,7.8,2689,7.8
"US000","1","11421","17","0","2024","A","",1,6,232423,0,0,715,37188,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,31177,15.5,0,0.0,0,0.0,52,7.8,2689,7.8
"US000","1","114210","18","0","2024","A","",1,6,232423,0,0,715,37188,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,31177,15.5,0,0.0,0,0.0,52,7.8,2689,7.8
"US000","1","22","14","0","2024","A","",207,9744,1544593230,0,0,3048,158519,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-1.0,-2177,-18.3,-232249562,-13.1,0,0.0,0,0.0,182,6.4,9473,6.4
"US000","1","221","15","0","2024","A","",207,9744,1544593230,0,0,3048,158519,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-1.0,-2177,-18.3,-232249562,-13.1,0,0.0,0,0.0,182,6.4,9473,6.4
"US000","1","2211","16","0","2024","A","",202,8977,1457346825,0,0,3122,162347,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-1.0,-2195,-19.6,-240702129,-14.2,0,0.0,0,0.0,199,6.8,10353,6.8
"US000","1","22111","17","0","2024","A","",82,6027,1005781271,0,0,3209,166875,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-15,-15.5,-2496,-29.3,-308526602,-23.5,0,0.0,0,0.0,243,8.2,12663,8.2
"US000","1","221111","18","0","2024","A","",68,1739,252696475,0,0,2795,145339,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-21,-23.6,-4862,-73.7,-761221024,-75.1,0,0.0,0,0.0,-159,-5.4,-8254,-5.4
"US000","1","221112","18","0","2024","A","",11,983,163129550,0,0,3192,165965,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",5,83.3,403,69.5,77109386,89.6,0,0.0,0,0.0,337,11.8,17526,11.8
"US000","1","221113","18","0","2024","A","",4,3306,589955246,0,0,3432,178472,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",2,100.0,1964,146.3,375585036,175.2,0,0.0,0,0.0,360,11.7,18723,11.7
"US000","1","22112","17","0","2024","A","",120,2950,451565554,0,0,2944,153095,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",13,12.1,301,11.4,67824473,17.7,0,0.0,0,0.0,158,5.7,8237,5.7
"US000","1","221121","18","0","2024","A","",87,2295,347140379,0,0,2909,151243,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",31,55.4,395,20.8,77442385,28.7,0,0.0,0,0.0,179,6.6,9297,6.5
"US000","1","221122","18","0","2024","A","",33,654,104425175,0,0,3069,159590,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-18,-35.3,-95,-12.7,-9617912,-8.4,0,0.0,0,0.0,141,4.8,7346,4.8
"US000","1","2213","16","0","2024","A","",5,767,87246405,0,0,2187,113725,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,17,2.3,8452567,10.7,0,0.0,0,0.0,166,8.2,8608,8.2
"US000","1","22131","17","0","2024","A","",5,767,87246405,0,0,2187,113725,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,17,2.3,8452567,10.7,0,0.0,0,0.0,166,8.2,8608,8.2
"US000","1","221310","18","0","2024","A","",5,767,87246405,0,0,2187,113725,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,17,2.3,8452567,10.7,0,0.0,0,0.0,166,8.2,8608,8.2
"US000","1","23","14","0","2024","A","",4,27,4334722,0,0,3107,161542,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,300.0,22,440.0,3562051,461.0,0,0.0,0,0.0,-77,-2.4,-4030,-2.4
"US000","1","236","15","0","2024","A","",0,0,0,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","2362","16","0","2024","A","",0,0,0,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","23622","17","0","2024","A","",0,0,0,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","236220","18","0","2024","A","",0,0,0,0,0,0,0,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","237","15","0","2024","A","",4,27,4334722,0,0,3107,161542,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,300.0,22,440.0,3562051,461.0,0,0.0,0,0.0,-77,-2.4,-4030,-2.4
"US000","1","2371","16","0","2024","A","",4,27,4334722,0,0,3107,161542,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,300.0,22,440.0,3562051,461.0,0,0.0,0,0.0,-77,-2.4,-4030,-2.4
"US000","1","23713","17","0","2024","A","",4,27,4334722,0,0,3107,161542,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,300.0,22,440.0,3562051,461.0,0,0.0,0,0.0,-77,-2.4,-4030,-2.4
"US000","1","237130","18","0","2024","A","",4,27,4334722,0,0,3107,161542,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,300.0,22,440.0,3562051,461.0,0,0.0,0,0.0,-77,-2.4,-4030,-2.4
"US000","1","31-33","14","0","2024","A","",83,49404,5040327189,0,0,1962,102022,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",9,12.2,1003,2.1,259045000,5.4,0,0.0,0,0.0,62,3.3,3237,3.3
"US000","1","323","15","0","2024","A","",47,2726,348412505,0,0,2458,127803,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",10,27.0,29,1.1,17791773,5.4,0,0.0,0,0.0,100,4.2,5211,4.3
"US000","1","3231","16","0","2024","A","",47,2726,348412505,0,0,2458,127803,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",10,27.0,29,1.1,17791773,5.4,0,0.0,0,0.0,100,4.2,5211,4.3
"US000","1","32311","17","0","2024","A","",47,2726,348412505,0,0,2458,127803,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",10,27.0,29,1.1,17791773,5.4,0,0.0,0,0.0,100,4.2,5211,4.3
"US000","1","323111","18","0","2024","A","",22,1166,157592081,0,0,2600,135175,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",9,69.2,-1,-0.1,8194894,5.5,0,0.0,0,0.0,137,5.6,7111,5.6
"US000","1","323117","18","0","2024","A","",25,1560,190820424,0,0,2352,122295,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,4.2,30,2.0,9596879,5.3,0,0.0,0,0.0,75,3.3,3874,3.3
"US000","1","332","15","0","2024","A","",5,4171,385294726,0,0,1776,92373,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,233,5.9,-4222166,-1.1,0,0.0,0,0.0,-126,-6.6,-6539,-6.6
"US000","1","3321","16","0","2024","A","",1,337,50464647,0,0,2876,149562,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,2120027,4.4,0,0.0,0,0.0,121,4.4,6283,4.4
"US000","1","33211","17","0","2024","A","",1,337,50464647,0,0,2876,149562,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,2120027,4.4,0,0.0,0,0.0,121,4.4,6283,4.4
"US000","1","332119","18","0","2024","A","",1,337,50464647,0,0,2876,149562,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,2120027,4.4,0,0.0,0,0.0,121,4.4,6283,4.4
"US000","1","3329","16","0","2024","A","",4,3834,334830079,0,0,1680,87339,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,233,6.5,-6342193,-1.9,0,0.0,0,0.0,-142,-7.8,-7416,-7.8
"US000","1","33299","17","0","2024","A","",4,3834,334830079,0,0,1680,87339,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,233,6.5,-6342193,-1.9,0,0.0,0,0.0,-142,-7.8,-7416,-7.8
"US000","1","332993","18","0","2024","A","",1,1589,124929903,0,0,1512,78618,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-12,-0.7,1861436,1.5,0,0.0,0,0.0,33,2.2,1724,2.2
"US000","1","332994","18","0","2024","A","",3,2245,209900176,0,0,1798,93514,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,245,12.2,-8203629,-3.8,0,0.0,0,0.0,-299,-14.3,-15533,-14.2
"US000","1","336","15","0","2024","A","",14,41682,4227946168,0,0,1951,101434,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,736,1.8,244084455,6.1,0,0.0,0,0.0,80,4.3,4139,4.3
"US000","1","3364","16","0","2024","A","",1,2626,216436834,0,0,1585,82405,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,18,0.7,9517248,4.6,0,0.0,0,0.0,59,3.9,3052,3.8
"US000","1","33641","17","0","2024","A","",1,2626,216436834,0,0,1585,82405,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,18,0.7,9517248,4.6,0,0.0,0,0.0,59,3.9,3052,3.8
"US000","1","336411","18","0","2024","A","",1,2626,216436834,0,0,1585,82405,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,18,0.7,9517248,4.6,0,0.0,0,0.0,59,3.9,3052,3.8
"US000","1","3366","16","0","2024","A","",13,39055,4011509334,0,0,1975,102714,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,716,1.9,234567207,6.2,0,0.0,0,0.0,80,4.2,4199,4.3
"US000","1","33661","17","0","2024","A","",13,39055,4011509334,0,0,1975,102714,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,716,1.9,234567207,6.2,0,0.0,0,0.0,80,4.2,4199,4.3
"US000","1","336611","18","0","2024","A","",13,39055,4011509334,0,0,1975,102714,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,716,1.9,234567207,6.2,0,0.0,0,0.0,80,4.2,4199,4.3
"US000","1","339","15","0","2024","A","",17,826,78673790,0,0,1833,95304,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-5.6,6,0.7,1390938,1.8,0,0.0,0,0.0,20,1.1,1028,1.1
"US000","1","3399","16","0","2024","A","",17,826,78673790,0,0,1833,95304,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-5.6,6,0.7,1390938,1.8,0,0.0,0,0.0,20,1.1,1028,1.1
"US000","1","33991","17","0","2024","A","",17,826,78673790,0,0,1833,95304,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-5.6,6,0.7,1390938,1.8,0,0.0,0,0.0,20,1.1,1028,1.1
"US000","1","339910","18","0","2024","A","",17,826,78673790,0,0,1833,95304,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-5.6,6,0.7,1390938,1.8,0,0.0,0,0.0,20,1.1,1028,1.1
"US000","1","42","14","0","2024","A","",1,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","425","15","0","2024","A","",1,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","4251","16","0","2024","A","",1,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","42512","17","0","2024","A","",1,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","425120","18","0","2024","A","",1,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","44-45","14","0","2024","A","",714,39904,1581346397,0,0,762,39629,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,0.1,-451,-1.1,29056389,1.9,0,0.0,0,0.0,22,3.0,1163,3.0
"US000","1","441","15","0","2024","A","",38,130,5065234,0,0,748,38913,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-5.0,9,7.4,591526,13.2,0,0.0,0,0.0,36,5.1,1915,5.2
"US000","1","4413","16","0","2024","A","",38,130,5065234,0,0,748,38913,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-5.0,9,7.4,591526,13.2,0,0.0,0,0.0,36,5.1,1915,5.2
"US000","1","44133","17","0","2024","A","",38,130,5065234,0,0,748,38913,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-5.0,9,7.4,591526,13.2,0,0.0,0,0.0,36,5.1,1915,5.2
"US000","1","441330","18","0","2024","A","",38,130,5065234,0,0,748,38913,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-5.0,9,7.4,591526,13.2,0,0.0,0,0.0,36,5.1,1915,5.2
"US000","1","444","15","0","2024","A","",1,50,2058279,0,0,794,41303,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-28,-35.9,-1044763,-33.7,0,0.0,0,0.0,29,3.8,1520,3.8
"US000","1","4442","16","0","2024","A","",1,50,2058279,0,0,794,41303,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-28,-35.9,-1044763,-33.7,0,0.0,0,0.0,29,3.8,1520,3.8
"US000","1","44424","17","0","2024","A","",1,50,2058279,0,0,794,41303,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-28,-35.9,-1044763,-33.7,0,0.0,0,0.0,29,3.8,1520,3.8
"US000","1","444240","18","0","2024","A","",1,50,2058279,0,0,794,41303,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-28,-35.9,-1044763,-33.7,0,0.0,0,0.0,29,3.8,1520,3.8
"US000","1","445","15","0","2024","A","",204,10075,521551441,0,0,996,51768,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,38,0.4,21010725,4.2,0,0.0,0,0.0,37,3.9,1897,3.8
"US000","1","4451","16","0","2024","A","",204,10075,521551441,0,0,996,51768,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,38,0.4,21010725,4.2,0,0.0,0,0.0,37,3.9,1897,3.8
"US000","1","44511","17","0","2024","A","",174,9473,499587440,0,0,1014,52736,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-1.1,29,0.3,20144196,4.2,0,0.0,0,0.0,38,3.9,1968,3.9
"US000","1","445110","18","0","2024","A","",174,9473,499587440,0,0,1014,52736,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-1.1,29,0.3,20144196,4.2,0,0.0,0,0.0,38,3.9,1968,3.9
"US000","1","44513","17","0","2024","A","",30,601,21964001,0,0,702,36526,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,3.4,8,1.3,866529,4.1,0,0.0,0,0.0,18,2.6,943,2.7
"US000","1","445131","18","0","2024","A","",28,598,21861139,0,0,703,36532,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",2,7.7,7,1.2,843281,4.0,0,0.0,0,0.0,19,2.8,949,2.7
"US000","1","445132","18","0","2024","A","",2,3,102862,0,0,678,35267,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-33.3,1,50.0,23248,29.2,0,0.0,0,0.0,-2,-0.3,-117,-0.3
"US000","1","449","15","0","2024","A","",62,1680,29740713,0,0,340,17703,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-3.1,7,0.4,1042735,3.6,0,0.0,0,0.0,10,3.0,551,3.2
"US000","1","4491","16","0","2024","A","",55,199,7005680,0,0,677,35204,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-1.8,-15,-7.0,114131,1.7,0,0.0,0,0.0,56,9.0,2938,9.1
"US000","1","44911","17","0","2024","A","",1,22,826617,0,0,709,36875,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-4,-15.4,125239,17.9,0,0.0,0,0.0,189,36.3,9812,36.3
"US000","1","449110","18","0","2024","A","",1,22,826617,0,0,709,36875,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-4,-15.4,125239,17.9,0,0.0,0,0.0,189,36.3,9812,36.3
"US000","1","44912","17","0","2024","A","",54,177,6179063,0,0,673,34992,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-1.8,-11,-5.9,-11108,-0.2,0,0.0,0,0.0,39,6.2,2007,6.1
"US000","1","449129","18","0","2024","A","",54,177,6179063,0,0,673,34992,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-1.8,-11,-5.9,-11108,-0.2,0,0.0,0,0.0,39,6.2,2007,6.1
"US000","1","4492","16","0","2024","A","",7,1481,22735033,0,0,295,15351,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-12.5,21,1.4,928604,4.3,0,0.0,0,0.0,8,2.8,411,2.8
"US000","1","44921","17","0","2024","A","",7,1481,22735033,0,0,295,15351,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-12.5,21,1.4,928604,4.3,0,0.0,0,0.0,8,2.8,411,2.8
"US000","1","449210","18","0","2024","A","",7,1481,22735033,0,0,295,15351,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-12.5,21,1.4,928604,4.3,0,0.0,0,0.0,8,2.8,411,2.8
"US000","1","455","15","0","2024","A","",290,25432,946859764,0,0,716,37231,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",7,2.5,-474,-1.8,6980605,0.7,0,0.0,0,0.0,18,2.6,951,2.6
"US000","1","4551","16","0","2024","A","",214,16711,624186739,0,0,718,37351,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",4,1.9,-526,-3.1,-1109395,-0.2,0,0.0,0,0.0,20,2.9,1075,3.0
"US000","1","45511","17","0","2024","A","",214,16711,624186739,0,0,718,37351,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",4,1.9,-526,-3.1,-1109395,-0.2,0,0.0,0,0.0,20,2.9,1075,3.0
"US000","1","455110","18","0","2024","A","",214,16711,624186739,0,0,718,37351,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",4,1.9,-526,-3.1,-1109395,-0.2,0,0.0,0,0.0,20,2.9,1075,3.0
