"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01013","3","10","71","0","2024","A","",19,707,33699671,203193,406,916,47638,"",2.53,1.11,1.31,0.24,0.24,1.19,1.19,"",-1,-5.0,-7,-1.0,588541,1.8,21827,12.0,44,12.2,24,2.7,1269,2.7
"01013","5","10","71","0","2024","A","",490,5947,270570982,59435276,313544,875,45495,"",0.96,1.02,1.01,1.02,1.00,0.99,0.99,"",-17,-3.4,-157,-2.6,7477328,2.8,-2248381,-3.6,-209458,-40.0,46,5.5,2391,5.5
"01015","0","10","70","0","2024","A","",2828,43778,2248150725,322011510,1578358,988,51354,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",28,1.0,138,0.3,69237421,3.2,-6762670,-2.1,-478714,-23.3,28,2.9,1424,2.9
"01015","1","10","71","0","2024","A","",45,3420,260544971,0,0,1465,76173,"",3.13,4.03,4.44,0.00,0.00,1.10,1.10,"",-1,-2.2,2,0.1,-2530298,-1.0,0,0.0,0,0.0,-15,-1.0,-796,-1.0
"01015","2","10","71","0","2024","A","",29,1792,99975357,0,0,1073,55790,"",1.70,1.32,1.34,0.00,0.00,1.02,1.02,"",-2,-6.5,87,5.1,5317386,5.6,0,0.0,0,0.0,6,0.6,283,0.5
"01015","3","10","71","0","2024","A","",72,6410,325975565,1918371,4233,978,50852,"",1.78,1.55,1.76,0.41,0.49,1.13,1.13,"",-2,-2.7,197,3.2,12058863,3.8,208509,12.2,-414,-8.9,6,0.6,328,0.6
"01015","5","10","71","0","2024","A","",2681,32155,1561654832,320093139,1574125,934,48567,"",0.97,0.86,0.81,1.01,1.00,0.94,0.94,"",32,1.2,-148,-0.5,54391470,3.6,-6971179,-2.1,-478300,-23.3,37,4.1,1907,4.1
"01017","0","10","70","0","2024","A","",779,9087,473922847,75146978,394519,1003,52152,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,1.4,382,4.4,46483943,10.9,1313657,1.8,-93637,-19.2,59,6.2,3049,6.2
"01017","1","10","71","0","2024","A","",6,52,3489778,0,0,1297,67435,"",1.52,0.30,0.28,0.00,0.00,0.96,0.96,"",0,0.0,-4,-7.1,98257,2.9,0,0.0,0,0.0,132,11.3,6872,11.3
"01017","2","10","71","0","2024","A","",14,130,6735329,0,0,996,51810,"",2.97,0.46,0.43,0.00,0.00,0.93,0.93,"",1,7.7,-1,-0.8,440484,7.0,0,0.0,0,0.0,74,8.0,3849,8.0
"01017","3","10","71","0","2024","A","",48,1521,78900585,547454,2649,997,51866,"",4.31,1.78,2.02,0.50,1.24,1.14,1.14,"",0,0.0,14,0.9,4366970,5.9,81561,17.5,709,36.5,46,4.8,2408,4.9
"01017","5","10","71","0","2024","A","",711,7384,384797155,74599524,391870,1002,52109,"",0.94,0.95,0.95,1.01,1.00,1.00,1.00,"",10,1.4,373,5.3,41578232,12.1,1232096,1.7,-94346,-19.4,61,6.5,3152,6.4
"01019","0","10","70","0","2024","A","",498,5352,239000360,42549706,196690,859,44658,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,2.3,49,0.9,9756849,4.3,-1614793,-3.7,-85994,-30.4,28,3.4,1430,3.3
"01019","1","10","71","0","2024","A","",10,43,2970513,0,0,1341,69758,"",3.95,0.41,0.48,0.00,0.00,1.16,1.16,"",0,0.0,-1,-2.3,181028,6.5,0,0.0,0,0.0,115,9.4,5998,9.4
"01019","2","10","71","0","2024","A","",11,81,4258908,0,0,1014,52742,"",3.65,0.49,0.54,0.00,0.00,1.11,1.11,"",0,0.0,5,6.6,350649,9.0,0,0.0,0,0.0,29,2.9,1542,3.0
"01019","3","10","71","0","2024","A","",24,1168,52853329,596391,2330,871,45271,"",3.37,2.32,2.69,0.97,2.18,1.16,1.16,"",0,0.0,35,3.1,2715529,5.4,26332,4.6,86,3.8,20,2.4,1019,2.3
"01019","5","10","71","0","2024","A","",452,4061,178917610,41953315,194360,847,44058,"",0.93,0.89,0.87,1.01,0.99,0.98,0.98,"",10,2.3,11,0.3,6509643,3.8,-1641125,-3.8,-86080,-30.7,28,3.4,1489,3.5
"01021","0","10","70","0","2024","A","",922,9143,435176674,72384609,436046,915,47595,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",9,1.0,-84,-0.9,4622045,1.1,-435266,-0.6,-84183,-16.2,18,2.0,930,2.0
"01021","1","10","71","0","2024","A","",7,61,3840197,0,0,1204,62612,"",1.49,0.34,0.34,0.00,0.00,0.98,0.98,"",0,0.0,1,1.7,271389,7.6,0,0.0,0,0.0,51,4.4,2632,4.4
"01021","2","10","71","0","2024","A","",14,268,14151985,0,0,1015,52773,"",2.51,0.94,0.98,0.00,0.00,1.04,1.04,"",0,0.0,12,4.7,747101,5.6,0,0.0,0,0.0,10,1.0,495,0.9
"01021","3","10","71","0","2024","A","",34,1635,72862221,2218391,4434,857,44562,"",2.58,1.90,2.03,2.12,1.87,1.07,1.07,"",-1,-2.9,-8,-0.5,1757642,2.5,-6467,-0.3,-1782,-28.7,25,3.0,1289,3.0
"01021","5","10","71","0","2024","A","",867,7179,344322271,70166218,431612,922,47964,"",0.96,0.92,0.92,0.99,1.00,1.00,1.00,"",10,1.2,-89,-1.2,1845913,0.5,-428799,-0.6,-82401,-16.0,16,1.8,840,1.8
"01023","0","10","70","0","2024","A","",354,3299,203924058,27782421,141438,1189,61814,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-11,-3.0,-23,-0.7,9608979,4.9,-388946,-1.4,-202838,-58.9,64,5.7,3322,5.7
"01023","1","10","71","0","2024","A","",7,27,1488710,0,0,1057,54968,"",3.89,0.42,0.28,0.00,0.00,0.66,0.66,"",0,0.0,1,3.8,112576,8.2,0,0.0,0,0.0,19,1.8,1002,1.9
"01023","2","10","71","0","2024","A","",11,58,2773673,0,0,917,47685,"",5.14,0.57,0.41,0.00,0.00,0.72,0.72,"",0,0.0,-8,-12.1,265289,10.6,0,0.0,0,0.0,183,24.9,9535,25.0
"01023","3","10","71","0","2024","A","",22,326,13907344,206147,411,822,42726,"",4.35,1.05,0.83,0.51,0.53,0.79,0.79,"",-1,-4.3,-20,-5.8,-297295,-2.1,-54088,-20.8,-226,-35.5,33,4.2,1712,4.2
"01023","5","10","71","0","2024","A","",314,2888,185754331,27576274,141027,1237,64314,"",0.91,1.02,1.06,1.01,1.00,1.04,1.04,"",-11,-3.4,3,0.1,9528409,5.4,-334858,-1.2,-202612,-59.0,62,5.3,3220,5.3
"01025","0","10","70","0","2024","A","",730,8150,417638516,64227690,329899,986,51247,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-33,-4.3,-2,0.0,11832104,2.9,291373,0.5,-55189,-14.3,29,3.0,1465,2.9
"01025","1","10","71","0","2024","A","",13,66,4485540,0,0,1299,67536,"",3.51,0.42,0.41,0.00,0.00,0.98,0.98,"",0,0.0,2,3.1,103229,2.4,0,0.0,0,0.0,-25,-1.9,-1296,-1.9
"01025","2","10","71","0","2024","A","",16,321,18653804,0,0,1116,58036,"",3.62,1.27,1.34,0.00,0.00,1.06,1.06,"",0,0.0,6,1.9,780580,4.4,0,0.0,0,0.0,25,2.3,1311,2.3
"01025","3","10","71","0","2024","A","",38,1336,61367282,3553068,7051,884,45945,"",3.64,1.74,1.79,3.83,3.93,1.03,1.03,"",0,0.0,30,2.3,3047333,5.2,1121437,46.1,805,12.9,25,2.9,1287,2.9
"01025","5","10","71","0","2024","A","",662,6426,333131890,60674622,322848,997,51841,"",0.93,0.92,0.93,0.96,0.98,1.01,1.01,"",-35,-5.0,-41,-0.6,7900962,2.4,-830064,-1.3,-55994,-14.8,30,3.1,1551,3.1
"01027","0","10","70","0","2024","A","",254,4241,188904303,34977827,134918,857,44540,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,2.8,8,0.2,9251319,5.1,-96070,-0.3,-53554,-28.4,41,5.0,2102,5.0
"01027","1","10","71","0","2024","A","",6,40,2518196,0,0,1213,63086,"",4.65,0.49,0.51,0.00,0.00,1.05,1.05,"",0,0.0,1,2.6,186010,8.0,0,0.0,0,0.0,73,6.4,3793,6.4
"01027","2","10","71","0","2024","A","",10,46,2486896,0,0,1032,53674,"",6.51,0.35,0.40,0.00,0.00,1.13,1.13,"",0,0.0,-8,-14.8,147175,6.3,0,0.0,0,0.0,205,24.8,10678,24.8
"01027","3","10","71","0","2024","A","",17,813,32884602,655229,1834,778,40453,"",4.68,2.04,2.12,1.30,2.50,1.04,1.04,"",0,0.0,-6,-0.7,1363000,4.3,-1122,-0.2,520,39.6,38,5.1,1981,5.1
"01027","5","10","71","0","2024","A","",221,3342,151014609,34322598,133084,869,45186,"",0.89,0.92,0.93,1.00,0.99,1.01,1.01,"",7,3.3,22,0.7,7555134,5.3,-94948,-0.3,-54074,-28.9,38,4.6,1979,4.6
"01029","0","10","70","0","2024","A","",289,2721,149178424,21431529,118954,1054,54823,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.0,155,6.0,7568752,5.3,799722,3.9,-31768,-21.1,-7,-0.7,-357,-0.6
"01029","1","10","71","0","2024","A","",8,54,4149197,0,0,1475,76719,"",5.45,1.02,1.07,0.00,0.00,1.04,1.04,"",0,0.0,6,12.5,610693,17.3,0,0.0,0,0.0,70,5.0,3635,5.0
"01029","2","10","71","0","2024","A","",11,104,4617873,0,0,855,44438,"",6.29,1.23,0.93,0.00,0.00,0.76,0.76,"",0,0.0,-29,-21.8,-2240698,-32.7,0,0.0,0,0.0,-135,-13.6,-7066,-13.7
"01029","3","10","71","0","2024","A","",30,607,28197133,1315310,4545,894,46479,"",7.26,2.37,2.30,4.25,7.03,0.97,0.97,"",0,0.0,8,1.3,1250652,4.6,51415,4.1,2018,79.9,29,3.4,1481,3.3
"01029","5","10","71","0","2024","A","",240,1956,112214221,20116219,114409,1103,57357,"",0.85,0.84,0.88,0.96,0.97,1.04,1.04,"",3,1.3,170,9.5,7948105,7.6,748307,3.9,-33786,-22.8,-20,-1.8,-1025,-1.8
"01031","0","10","70","0","2024","A","",1372,17365,805938263,147970243,641484,893,46411,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",41,3.1,471,2.8,54994422,7.3,1657794,1.1,-63597,-9.0,38,4.4,1960,4.4
"01031","1","10","71","0","2024","A","",15,252,19868004,0,0,1517,78893,"",2.15,0.75,0.94,0.00,0.00,1.26,1.26,"",-1,-6.2,-3,-1.2,219431,1.1,0,0.0,0,0.0,36,2.4,1865,2.4
"01031","2","10","71","0","2024","A","",21,505,25789768,0,0,982,51044,"",2.53,0.94,0.96,0.00,0.00,1.03,1.03,"",-1,-4.5,16,3.3,2531564,10.9,0,0.0,0,0.0,66,7.2,3433,7.2
"01031","3","10","71","0","2024","A","",45,2078,101211333,2615219,6430,937,48716,"",2.30,1.27,1.53,1.22,1.84,1.20,1.20,"",1,2.3,36,1.8,5028218,5.2,112147,4.5,499,8.4,31,3.4,1619,3.4
"01031","5","10","71","0","2024","A","",1291,14531,659069158,145355024,635054,872,45357,"",0.97,0.98,0.95,1.00,1.00,0.97,0.97,"",41,3.3,423,3.0,47215209,7.7,1545647,1.1,-64096,-9.2,38,4.6,1988,4.6
"01033","0","10","70","0","2024","A","",1621,24495,1420955338,200252273,1079601,1116,58010,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",79,5.1,318,1.3,51341966,3.7,-3375588,-1.7,-183075,-14.5,27,2.5,1360,2.4
"01033","1","10","71","0","2024","A","",15,742,108739306,0,0,2817,146500,"",1.82,1.56,2.93,0.00,0.00,1.87,1.87,"",0,0.0,40,5.7,12605631,13.1,0,0.0,0,0.0,184,7.0,9574,7.0
"01033","2","10","71","0","2024","A","",16,641,32629876,0,0,979,50898,"",1.63,0.84,0.69,0.00,0.00,0.82,0.82,"",0,0.0,-3,-0.5,2257386,7.4,0,0.0,0,0.0,72,7.9,3748,7.9
"01033","3","10","71","0","2024","A","",49,3394,192518580,1849286,8661,1091,56716,"",2.12,1.47,1.65,0.64,1.48,1.12,1.12,"",0,0.0,0,0.0,7047963,3.8,20919,1.1,-1,0.0,40,3.8,2071,3.8
"01033","5","10","71","0","2024","A","",1541,19717,1087067576,198402987,1070940,1060,55132,"",0.98,0.94,0.89,1.01,1.00,0.95,0.95,"",80,5.5,281,1.4,29430986,2.8,-3396507,-1.7,-183074,-14.6,14,1.3,717,1.3
"01035","0","10","70","0","2024","A","",286,3294,157412076,26741340,114898,919,47783,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.1,42,1.3,10007184,6.8,575585,2.2,-48594,-29.7,47,5.4,2454,5.4
"01035","1","10","71","0","2024","A","",5,24,1431341,0,0,1131,58822,"",3.44,0.38,0.35,0.00,0.00,0.91,0.91,"",0,0.0,-1,-4.0,3426,0.2,0,0.0,0,0.0,25,2.3,1322,2.3
"01035","2","10","71","0","2024","A","",12,186,10511167,0,0,1086,56486,"",6.94,1.82,2.01,0.00,0.00,1.11,1.11,"",0,0.0,3,1.6,1019150,10.7,0,0.0,0,0.0,87,8.7,4522,8.7
"01035","3","10","71","0","2024","A","",22,468,21669487,146658,293,890,46302,"",5.38,1.51,1.67,0.38,0.47,1.11,1.11,"",0,0.0,-11,-2.3,929365,4.5,1236,0.8,1,0.3,57,6.8,2981,6.9
"01035","5","10","71","0","2024","A","",247,2616,123800081,26594682,114605,910,47326,"",0.89,0.93,0.92,1.01,1.00,0.99,0.99,"",3,1.2,50,1.9,8055243,7.0,574349,2.2,-48595,-29.8,42,4.8,2213,4.9
"01037","0","10","70","0","2024","A","",158,1452,74602982,12145390,85744,988,51388,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-74,-4.8,1251841,1.7,231163,1.9,-47591,-35.7,63,6.8,3310,6.9
"01037","1","10","71","0","2024","A","",6,16,934371,0,0,1159,60282,"",7.48,0.57,0.48,0.00,0.00,0.87,0.87,"",0,0.0,1,6.7,17651,1.9,0,0.0,0,0.0,-3,-0.3,-161,-0.3
"01037","2","10","71","0","2024","A","",12,38,1779901,0,0,895,46533,"",12.56,0.84,0.72,0.00,0.00,0.85,0.85,"",-1,-7.7,-10,-20.8,66132,3.9,0,0.0,0,0.0,202,29.1,10517,29.2
"01037","3","10","71","0","2024","A","",14,311,11230647,97632,195,695,36121,"",6.20,2.27,1.83,0.56,0.42,0.81,0.80,"",0,0.0,14,4.7,677434,6.4,-4487,-4.4,-8,-3.9,12,1.8,628,1.8
"01037","5","10","71","0","2024","A","",126,1087,60658063,12047758,85549,1073,55799,"",0.82,0.88,0.95,1.01,1.00,1.08,1.08,"",1,0.8,-79,-6.8,490624,0.8,235650,2.0,-47583,-35.7,80,8.1,4179,8.1
"01039","0","10","70","0","2024","A","",1134,12174,581920190,94409100,517744,919,47800,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",45,4.1,191,1.6,40133064,7.4,592901,0.6,-97267,-15.8,49,5.6,2586,5.7
"01039","1","10","71","0","2024","A","",15,130,9370494,0,0,1384,71988,"",2.60,0.55,0.62,0.00,0.00,1.12,1.12,"",0,0.0,10,8.3,991178,11.8,0,0.0,0,0.0,38,2.8,2015,2.9
"01039","2","10","71","0","2024","A","",17,354,18659839,0,0,1012,52649,"",2.48,0.94,0.96,0.00,0.00,1.03,1.03,"",0,0.0,5,1.4,304500,1.7,0,0.0,0,0.0,0,0.0,30,0.1
"01039","3","10","71","0","2024","A","",46,1574,73352515,393974,790,896,46610,"",2.84,1.37,1.53,0.29,0.28,1.12,1.12,"",1,2.2,15,1.0,4291926,6.2,57553,17.1,119,17.7,44,5.2,2319,5.2
"01039","5","10","71","0","2024","A","",1056,10116,480537342,94015126,516954,914,47504,"",0.96,0.97,0.96,1.02,1.00,0.99,0.99,"",44,4.3,161,1.6,34545460,7.7,535348,0.6,-97386,-15.9,52,6.0,2702,6.0
"01041","0","10","70","0","2024","A","",300,3556,171575520,28656750,236884,928,48253,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.7,9,0.3,7370135,4.5,-416816,-1.4,-102295,-30.2,38,4.3,1960,4.2
"01041","1","10","71","0","2024","A","",10,36,1967781,0,0,1042,54159,"",6.56,0.52,0.44,0.00,0.00,0.83,0.83,"",0,0.0,-4,-10.0,-57795,-2.9,0,0.0,0,0.0,72,7.4,3730,7.4
"01041","2","10","71","0","2024","A","",10,53,3143557,0,0,1139,59219,"",5.51,0.48,0.55,0.00,0.00,1.15,1.15,"",0,0.0,0,0.0,335933,12.0,0,0.0,0,0.0,122,12.0,6328,12.0
